1574686388,0.0,0.0,0.0
1574686392,71.0,0.0,0.0
1574686396,71.0,0.0,0.0
1574686400,71.0,0.0,0.0
1574686404,71.0,0.0,0.0
1574686408,71.0,0.0,0.0
1574686412,71.0,0.0,0.0
1574686416,71.0,0.0,0.0
1574686419,0.0,71.0,0.0
1574686422,-71.0,0.0,0.0
1574686425,-71.0,0.0,0.0
1574686428,-71.0,0.0,0.0
1574686431,-71.0,0.0,0.0
1574686434,-71.0,0.0,0.0
1574686437,-71.0,0.0,0.0
1574686440,-71.0,0.0,0.0
1574686443,0.0,71.0,0.0
1574686446,71.0,0.0,0.0
1574686449,71.0,0.0,0.0
1574686452,71.0,0.0,0.0
1574686456,71.0,0.0,0.0
1574686460,71.0,0.0,0.0
1574686463,71.0,0.0,0.0
1574686466,71.0,0.0,0.0
1574686469,0.0,71.0,0.0
1574686472,-71.0,0.0,0.0
1574686475,-71.0,0.0,0.0
1574686478,-71.0,0.0,0.0
1574686480,-71.0,0.0,0.0
1574686483,-71.0,0.0,0.0
1574686486,-71.0,0.0,0.0
1574686489,-71.0,0.0,0.0
1574686492,0.0,71.0,0.0
1574686495,71.0,0.0,0.0
1574686499,71.0,0.0,0.0
1574686502,71.0,0.0,0.0
1574686506,71.0,0.0,0.0
1574686509,71.0,0.0,0.0
1574686512,71.0,0.0,0.0
1574686515,71.0,0.0,0.0
1574686518,0.0,71.0,0.0
1574686521,-71.0,0.0,0.0
1574686523,-71.0,0.0,0.0
1574686527,-71.0,0.0,0.0
1574686530,-71.0,0.0,0.0
1574686533,-71.0,0.0,0.0
1574686536,-71.0,0.0,0.0
1574686540,-71.0,0.0,0.0
1574686542,0.0,71.0,0.0
1574686545,71.0,0.0,0.0
1574686548,71.0,0.0,0.0
1574686552,71.0,0.0,0.0
1574686555,71.0,0.0,0.0
1574686559,71.0,0.0,0.0
1574686562,71.0,0.0,0.0
1574686565,71.0,0.0,0.0
1574686568,0.0,71.0,0.0
1574686571,-71.0,0.0,0.0
1574686574,-71.0,0.0,0.0
1574686577,-71.0,0.0,0.0
1574686580,-71.0,0.0,0.0
1574686583,-71.0,0.0,0.0
1574686587,-71.0,0.0,0.0
1574686590,-71.0,0.0,0.0
