Objects,,,,,,,
100,,,,,,,
,,Global Angle Tello_DC5B8B:Tello_DC5B8B,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
6252,0,-0.00103286,0.00535976,-1.60281,3022.1,-2580.97,774.757
6253,0,-0.00250389,0.00114666,-1.60748,3022.53,-2581.61,774.762
6254,0,-0.00264402,-0.00351495,-1.60837,3022.57,-2581.77,774.904
6255,0,-0.00453513,-0.00291241,-1.61005,3022.39,-2581.87,774.916
6256,0,-0.00340751,0.00946668,-1.60518,3021.53,-2581.09,775.354
6257,0,-0.00486483,0.0131254,-1.60894,3021.66,-2581.48,775.429
6258,0,-0.00350506,0.0237143,-1.60385,3020.86,-2580.83,775.858
6259,0,-0.00279378,0.0263995,-1.60165,3020.53,-2580.79,776.164
6260,0,-0.00340066,0.0169006,-1.60612,3021.13,-2581.47,776.141
6261,0,-0.00396808,0.013565,-1.60905,3021.24,-2581.81,776.216
6262,0,-0.00481224,0.0132662,-1.6103,3021.12,-2581.83,776.361
6263,0,-0.00522349,0.0136148,-1.61129,3021.01,-2581.94,776.539
6264,0,-0.00514268,0.0103582,-1.6118,3021.02,-2582.11,776.75
6265,0,-0.0049829,0.00909451,-1.61123,3020.72,-2582.07,777.037
6266,0,-0.00371818,0.000949654,-1.61088,3020.74,-2582.27,777.402
6267,0,-0.0037727,-0.00623767,-1.61052,3020.83,-2582.54,777.556
6268,0,-0.00432703,-0.00756938,-1.6105,3020.66,-2582.56,777.729
6269,0,-0.00491079,-0.00792306,-1.6104,3020.57,-2582.64,777.953
6270,0,-0.00458169,-0.00343549,-1.60569,3019.74,-2582.13,778.438
6271,0,-0.0044369,0.00163847,-1.60282,3019.27,-2581.93,778.781
6272,0,-0.00504868,-0.00471153,-1.60544,3019.67,-2582.58,778.906
6273,0,-0.00391139,-0.00496076,-1.60221,3019.26,-2582.34,779.237
6274,0,-0.00328058,-0.00124688,-1.59965,3018.9,-2582.16,779.528
6275,0,-0.00401235,-0.00280154,-1.60236,3019.29,-2582.61,779.58
6276,0,-0.00366902,0.00226416,-1.60002,3018.63,-2582.28,779.956
6277,0,-0.00336837,0.00713413,-1.59784,3018.25,-2582.09,780.233
6278,0,-0.00483864,0.00211303,-1.60269,3018.74,-2582.85,780.239
6279,0,-0.00576243,-0.000836778,-1.60581,3018.83,-2583.16,780.38
6280,0,-0.00732643,0.00417137,-1.60848,3018.68,-2583.17,780.556
6281,0,-0.00813882,0.00813428,-1.60964,3018.52,-2583.13,780.761
6282,0,-0.00890867,0.010169,-1.61055,3018.41,-2583.18,780.98
6283,0,-0.0097462,0.0163299,-1.61141,3018.15,-2583.14,781.203
6284,0,-0.00955929,0.0157737,-1.61225,3018.24,-2583.22,781.422
6285,0,-0.00886691,0.0093702,-1.61347,3018.31,-2583.55,781.687
6286,0,-0.00802926,0.000321826,-1.6126,3018.43,-2583.74,781.936
6287,0,-0.0077413,-0.00464678,-1.61173,3018.36,-2583.75,782.173
6288,0,-0.00748855,-0.00836562,-1.61108,3018.22,-2583.76,782.39
6289,0,-0.0074511,-0.00941258,-1.6107,3018.08,-2583.79,782.664
6290,0,-0.00654962,-0.0152378,-1.61048,3018.24,-2583.86,782.99
6291,0,-0.00613255,-0.0213896,-1.61047,3018.22,-2584.1,783.256
6292,0,-0.00673712,-0.0196021,-1.61049,3017.98,-2584.03,783.497
6293,0,-0.0103834,-0.0144533,-1.61177,3017.61,-2584.02,783.537
6294,0,-0.0123184,-0.0178737,-1.61288,3017.57,-2584.19,783.89
6295,0,-0.0165081,-0.0135595,-1.61305,3017.3,-2584.04,784.101
6296,0,-0.0223823,-0.013472,-1.61301,3017.26,-2584.01,784.285
6297,0,-0.0300532,-0.0111755,-1.61377,3016.91,-2583.96,784.475
6298,0,-0.0389121,-0.0164261,-1.61341,3016.71,-2583.88,784.74
6299,0,-0.048662,-0.0321348,-1.6135,3016.75,-2583.87,785.064
6300,0,-0.0597502,-0.0487755,-1.612,3016.83,-2583.86,785.305
6301,0,-0.0731755,-0.0620567,-1.61092,3016.72,-2583.81,785.506
6302,0,-0.087835,-0.0660416,-1.61259,3016.44,-2583.48,785.633
6303,0,-0.101957,-0.0743224,-1.61292,3016.36,-2583.02,785.777
6304,0,-0.115563,-0.0831246,-1.61202,3016.21,-2582.46,785.98
6305,0,-0.129254,-0.0927886,-1.61244,3016.05,-2581.66,786.191
6306,0,-0.139105,-0.107105,-1.6107,3016.07,-2580.82,786.465
6307,0,-0.149006,-0.112615,-1.61044,3016.02,-2579.81,786.592
6308,0,-0.157861,-0.117976,-1.61072,3015.94,-2578.49,786.829
6309,0,-0.164081,-0.122386,-1.61076,3016.06,-2577.16,787.027
6310,0,-0.168724,-0.129308,-1.61081,3016.09,-2575.53,787.268
6311,0,-0.1703,-0.139854,-1.60947,3016.29,-2573.77,787.458
6312,0,-0.17393,-0.144389,-1.61351,3016.24,-2571.81,787.48
6313,0,-0.174746,-0.137546,-1.61644,3016.34,-2569.45,787.656
6314,0,-0.170965,-0.137969,-1.61274,3016.31,-2566.88,787.902
6315,0,-0.167227,-0.143351,-1.61038,3016.7,-2564.54,788.037
6316,0,-0.162468,-0.144949,-1.60936,3016.96,-2561.84,788.252
6317,0,-0.158141,-0.135726,-1.60998,3016.88,-2558.73,788.259
6318,0,-0.151555,-0.13591,-1.60878,3017.16,-2555.73,788.444
6319,0,-0.144903,-0.13842,-1.60716,3017.63,-2552.67,788.721
6320,0,-0.138495,-0.138627,-1.60666,3017.88,-2549.3,788.884
6321,0,-0.130939,-0.1326,-1.60679,3018.09,-2545.61,789.08
6322,0,-0.123046,-0.124947,-1.60703,3018.06,-2541.79,789.396
6323,0,-0.115344,-0.118058,-1.60736,3018.32,-2538.12,789.563
6324,0,-0.107174,-0.111148,-1.60798,3018.63,-2534.38,789.664
6325,0,-0.100798,-0.0922894,-1.60979,3018.26,-2530.11,789.801
6326,0,-0.0928812,-0.0846803,-1.6117,3018.72,-2526.35,790.116
6327,0,-0.0834905,-0.0850892,-1.61036,3019.16,-2522.33,790.387
6328,0,-0.0752495,-0.0802947,-1.61018,3019.53,-2518.38,790.55
6329,0,-0.067577,-0.0744377,-1.60954,3019.61,-2514.22,790.783
6330,0,-0.0584155,-0.062481,-1.60455,3019.08,-2509.3,791.259
6331,0,-0.0518915,-0.0538631,-1.60614,3019.82,-2505.56,791.205
6332,0,-0.0452468,-0.0538014,-1.60822,3020.45,-2501.78,791.436
6333,0,-0.0383216,-0.0492905,-1.60865,3020.51,-2497.29,791.777
6334,0,-0.0323846,-0.0406511,-1.61062,3020.67,-2492.88,791.93
6335,0,-0.026931,-0.0340612,-1.61213,3020.72,-2488.61,792.164
6336,0,-0.0215536,-0.0161827,-1.61278,3020.43,-2484.12,792.051
6337,0,-0.0146926,-0.0149636,-1.61188,3021.06,-2480.46,792.387
6338,0,-0.00812912,-0.0158102,-1.60909,3021.43,-2476.25,792.758
6339,0,-0.00368287,-0.010554,-1.60935,3021.47,-2471.9,793.154
6340,0,0.000494914,-0.0070123,-1.61044,3021.77,-2467.88,793.339
6341,0,0.00259072,0.00808798,-1.61188,3021.46,-2463.58,793.434
6342,0,0.00630411,0.0261116,-1.60617,3020.53,-2458.6,793.953
6343,0,0.0109932,0.0261242,-1.60199,3020.96,-2454.96,794.196
6344,0,0.0129704,0.0230622,-1.60481,3022.04,-2451.85,794.06
6345,0,0.0153831,0.0215047,-1.60715,3022.28,-2447.92,794.224
6346,0,0.0170052,0.0205194,-1.60888,3022.54,-2444.25,794.444
6347,0,0.0180378,0.0249876,-1.60922,3022.52,-2440.33,794.65
6348,0,0.0194527,0.0189479,-1.60996,3022.72,-2437,794.967
6349,0,0.021927,0.0175039,-1.60518,3022.3,-2432.72,795.349
6350,0,0.0213879,0.0149413,-1.60783,3023.16,-2429.76,795.252
6351,0,0.020759,0.0145608,-1.60904,3023.22,-2426.27,795.476
6352,0,0.0195579,0.0163299,-1.60927,3023.22,-2422.74,795.597
6353,0,0.0194543,0.00722287,-1.60996,3024.03,-2419.82,795.789
6354,0,0.0189003,0.00480019,-1.61007,3023.74,-2416.26,796.026
6355,0,0.0172558,0.00745967,-1.61065,3023.76,-2412.83,796.167
6356,0,0.0156877,0.00925297,-1.61064,3023.71,-2409.5,796.316
6357,0,0.0140319,0.0115428,-1.60989,3023.72,-2406.23,796.486
6358,0,0.0120441,0.0174208,-1.60975,3023.65,-2402.94,796.597
6359,0,0.0114106,0.00870899,-1.60901,3024.05,-2400.28,796.845
6360,0,0.0108531,0.010013,-1.60394,3023.38,-2396.43,797.222
6361,0,0.00847031,0.00999613,-1.60583,3024.16,-2393.98,797.127
6362,0,0.00676241,0.00991761,-1.6072,3024.37,-2391.18,797.252
6363,0,0.00576457,0.0152049,-1.60424,3023.69,-2387.49,797.604
6364,0,0.00296662,0.0173366,-1.60758,3024.31,-2385.06,797.533
6365,0,0.00174044,0.00714264,-1.60878,3024.8,-2382.55,797.676
6366,0,0.000376187,0.00266888,-1.60938,3024.96,-2379.7,797.724
6367,0,-0.000990933,0.00203911,-1.60928,3024.92,-2376.76,797.855
6368,0,-0.00229828,0.000973473,-1.60959,3025.02,-2374.01,797.909
6369,0,-0.00373946,0.000571535,-1.61007,3025.24,-2371.32,797.963
6370,0,-0.00525213,0.00314666,-1.61069,3025.13,-2368.41,798.143
6371,0,-0.00567235,-0.00115709,-1.61057,3025.26,-2365.72,798.382
6372,0,-0.00612689,-0.0061156,-1.61149,3025.74,-2363.2,798.423
6373,0,-0.00691367,-0.00555308,-1.61097,3025.75,-2360.54,798.473
6374,0,-0.00746637,-0.00641528,-1.60945,3025.73,-2357.7,798.634
6375,0,-0.00799329,-0.00409624,-1.61041,3026.08,-2355.11,798.769
6376,0,-0.00765235,0.00272898,-1.60591,3025.26,-2351.68,799.083
6377,0,-0.00760596,-0.00575708,-1.6061,3026.29,-2349.81,798.959
6378,0,-0.00898283,-0.0105517,-1.60736,3026.47,-2347.48,798.977
6379,0,-0.0108582,-0.012456,-1.60883,3026.59,-2344.83,798.953
6380,0,-0.0129328,-0.00454762,-1.61002,3026.38,-2341.79,799.08
6381,0,-0.0149849,0.00530617,-1.61157,3026.48,-2339.37,799.007
6382,0,-0.0141441,0.00373421,-1.61154,3027.05,-2336.93,799.219
6383,0,-0.0151016,-0.00906038,-1.61138,3027.36,-2334.88,799.215
6384,0,-0.0172436,-0.0065236,-1.61268,3027.22,-2332.1,799.104
6385,0,-0.0190133,-0.00144457,-1.61306,3027.18,-2329.49,799.149
6386,0,-0.0183192,-0.00210654,-1.61261,3027.47,-2326.95,799.323
6387,0,-0.0198136,0.00968195,-1.61377,3027.24,-2324.14,799.27
6388,0,-0.0201431,0.0101744,-1.61333,3027.68,-2321.68,799.343
6389,0,-0.0187308,0.00519373,-1.6126,3027.83,-2319.44,799.585
6390,0,-0.0178006,-0.00168125,-1.61163,3028.25,-2317.12,799.484
6391,0,-0.0188375,0.00231554,-1.61329,3028.32,-2314.56,799.354
6392,0,-0.0174919,0.00125327,-1.61179,3028.45,-2311.79,799.51
6393,0,-0.0184937,0.0142091,-1.61348,3028.32,-2309.38,799.362
6394,0,-0.0163332,0.00360266,-1.61158,3028.95,-2307.04,799.486
6395,0,-0.014934,-0.00583136,-1.6105,3029.31,-2304.69,799.572
6396,0,-0.0131199,-0.00503033,-1.60628,3029.01,-2301.92,799.705
6397,0,-0.0126009,-0.00730666,-1.6072,3029.56,-2299.85,799.484
6398,0,-0.0127097,-0.00438538,-1.60845,3029.85,-2297.46,799.463
6399,0,-0.0124294,-0.00149801,-1.60986,3029.85,-2294.9,799.471
6400,0,-0.0115453,-0.0110626,-1.60947,3030.32,-2293.08,799.492
6401,0,-0.0108874,-0.0127209,-1.60914,3030.62,-2290.5,799.513
6402,0,-0.0106655,-0.00944302,-1.61031,3030.78,-2287.93,799.542
6403,0,-0.0106499,-0.00698311,-1.61075,3030.91,-2285.7,799.47
6404,0,-0.0104035,-0.00337779,-1.61028,3030.73,-2283.1,799.697
6405,0,-0.0103618,-0.00423571,-1.61123,3031.25,-2281.11,799.583
6406,0,-0.00958112,-0.012667,-1.61184,3031.74,-2279,799.556
6407,0,-0.0104353,-0.013981,-1.61194,3031.9,-2276.73,799.46
6408,0,-0.0106492,-0.0129149,-1.61131,3031.98,-2274.21,799.462
6409,0,-0.010837,-0.0112456,-1.61161,3032.13,-2271.99,799.454
6410,0,-0.0113391,-0.00860376,-1.61132,3032.22,-2269.66,799.455
6411,0,-0.0133594,0.000524986,-1.61269,3032.05,-2267.16,799.388
6412,0,-0.0122175,-0.012725,-1.61141,3032.9,-2265.41,799.594
6413,0,-0.0133146,-0.0170403,-1.61283,3032.55,-2262.75,799.561
6414,0,-0.0141611,-0.00953803,-1.61302,3032.85,-2260.53,799.57
6415,0,-0.0130791,-0.011978,-1.61152,3033.23,-2258.48,799.759
6416,0,-0.0141917,-0.00209264,-1.61269,3033.16,-2256.08,799.646
6417,0,-0.0146854,0.00606192,-1.61217,3032.99,-2253.39,799.829
6418,0,-0.0130453,-0.00895115,-1.61156,3033.98,-2252.09,799.942
6419,0,-0.0137028,-0.0146609,-1.61299,3033.88,-2249.58,799.944
6420,0,-0.0138584,-0.00982786,-1.61262,3034.03,-2247.17,799.998
6421,0,-0.0130454,-0.00888082,-1.61194,3034.24,-2245.17,800.139
6422,0,-0.014136,-0.00405849,-1.61291,3034.27,-2242.8,800.21
6423,0,-0.0150867,0.00425375,-1.61364,3034.28,-2240.51,800.283
6424,0,-0.0150863,-0.000477864,-1.6123,3034.47,-2238.49,800.571
6425,0,-0.0159496,0.000999429,-1.61245,3034.9,-2236.25,800.485
6426,0,-0.0139806,-0.00419778,-1.60845,3034.84,-2234.03,801.001
6427,0,-0.0145042,-0.0120903,-1.60925,3035.36,-2232.31,800.947
6428,0,-0.0150146,-0.0139622,-1.61108,3035.35,-2229.79,801.035
6429,0,-0.0144382,-0.0104916,-1.61244,3035.38,-2227.52,801.348
6430,0,-0.0154594,-0.00286268,-1.61149,3035.08,-2225.1,801.39
6431,0,-0.0169009,0.00434,-1.61274,3035.21,-2222.98,801.468
6432,0,-0.0152755,-0.00504072,-1.61191,3035.94,-2221.14,801.82
6433,0,-0.0156165,-0.00887632,-1.61235,3036,-2219.19,801.793
6434,0,-0.0156762,-0.00930641,-1.61187,3036.06,-2216.74,802.047
6435,0,-0.0149956,-0.00943343,-1.61184,3036.21,-2214.62,802.255
6436,0,-0.015952,-0.0051028,-1.6123,3036.21,-2212.42,802.286
6437,0,-0.0166734,0.00121365,-1.61219,3036.02,-2209.93,802.606
6438,0,-0.0161048,0.00501086,-1.61297,3036.08,-2207.89,802.849
6439,0,-0.0169523,0.00372789,-1.61314,3036.61,-2205.85,802.809
6440,0,-0.0157264,-0.00113853,-1.61327,3036.5,-2203.64,803.321
6441,0,-0.0138062,-0.0066608,-1.60841,3036.57,-2201.45,803.511
6442,0,-0.0147018,-0.00227751,-1.61065,3036.8,-2199.35,803.469
6443,0,-0.0149038,-0.000894219,-1.61162,3036.84,-2197.26,803.73
6444,0,-0.0160101,0.00758292,-1.61243,3036.7,-2194.89,803.736
6445,0,-0.0154688,-0.00103025,-1.61254,3037.11,-2193.15,803.972
6446,0,-0.0144201,-0.00909152,-1.61193,3037.32,-2191.04,804.119
6447,0,-0.0150825,-0.00246641,-1.61137,3036.97,-2188.4,804.291
6448,0,-0.0147354,-0.00272232,-1.61222,3037.3,-2186.44,804.486
6449,0,-0.0142855,-0.00558435,-1.61147,3037.61,-2184.69,804.524
6450,0,-0.0160762,0.00441994,-1.61308,3037.3,-2182.27,804.578
6451,0,-0.0147904,-0.0071637,-1.6116,3037.74,-2180.54,804.978
6452,0,-0.0153606,-0.000973779,-1.61232,3037.63,-2178.07,804.861
6453,0,-0.0154279,0.00810661,-1.61299,3037.25,-2175.48,805.337
6454,0,-0.0150772,0.00758446,-1.61302,3037.75,-2173.84,805.318
6455,0,-0.0157296,0.00785723,-1.61175,3037.65,-2171.55,805.454
6456,0,-0.0141626,0.0117598,-1.61211,3037.77,-2169.47,805.934
6457,0,-0.0155007,0.0128533,-1.613,3038.02,-2167.63,805.56
6458,0,-0.0155722,0.00769715,-1.61392,3038.09,-2165.57,805.792
6459,0,-0.0145659,-0.00507519,-1.61211,3038.45,-2163.85,805.861
6460,0,-0.0152683,0.000701945,-1.61282,3038.3,-2161.49,805.908
6461,0,-0.0138015,0.00316796,-1.61278,3038.27,-2159.21,806.266
6462,0,-0.0150421,0.00550961,-1.61644,3038.47,-2157.45,806.134
6463,0,-0.0149001,0.0112255,-1.61377,3038.22,-2154.91,806.36
6464,0,-0.0144532,0.0138331,-1.61351,3038.32,-2153.04,806.563
6465,0,-0.0139981,0.000939242,-1.61248,3039.01,-2151.57,806.507
6466,0,-0.0139325,-0.00911046,-1.61231,3039.41,-2149.82,806.569
6467,0,-0.0148363,-0.00411212,-1.61213,3039.09,-2147.54,806.551
6468,0,-0.0140178,-0.00419788,-1.61208,3039.02,-2145.18,806.861
6469,0,-0.0136635,-0.0082568,-1.6108,3039.33,-2143.41,806.894
6470,0,-0.0152139,0.00160289,-1.61147,3039.02,-2141.16,806.854
6471,0,-0.0148114,0.00547833,-1.61258,3039.22,-2139.13,807.027
6472,0,-0.0158607,0.00539468,-1.6129,3039.28,-2137.49,806.93
6473,0,-0.0152387,-0.0117412,-1.61279,3039.97,-2135.89,807.134
6474,0,-0.0160243,-0.0185871,-1.61486,3039.97,-2133.71,807.193
6475,0,-0.0162476,-0.0182411,-1.61404,3040.01,-2131.66,807.217
6476,0,-0.0154562,-0.0129496,-1.61312,3039.82,-2129.42,807.398
6477,0,-0.0165356,-0.0117693,-1.61267,3040,-2127.64,807.323
6478,0,-0.016621,-0.0165564,-1.61208,3040.42,-2125.89,807.416
6479,0,-0.016687,-0.0100096,-1.61256,3040.08,-2123.58,807.583
6480,0,-0.0162936,-0.00562249,-1.61289,3039.97,-2121.39,807.765
6481,0,-0.0178765,-0.00572144,-1.61317,3040.16,-2119.89,807.494
6482,0,-0.0165511,-0.00959084,-1.61184,3040.45,-2117.58,807.846
6483,0,-0.0155919,-0.0153306,-1.61119,3040.41,-2115.69,807.953
6484,0,-0.0155617,-0.0202167,-1.60993,3040.55,-2113.83,807.96
6485,0,-0.0161942,-0.0189149,-1.61085,3040.54,-2111.76,807.945
6486,0,-0.0159953,-0.0231215,-1.60943,3040.88,-2110.02,808.047
6487,0,-0.0162405,-0.0224361,-1.60987,3041,-2107.96,808.109
6488,0,-0.0158962,-0.0248357,-1.60956,3040.86,-2105.87,808.231
6489,0,-0.0134252,-0.0175399,-1.60273,3039.85,-2102.94,808.583
6490,0,-0.0144508,-0.0188617,-1.60715,3041.11,-2101.97,808.197
6491,0,-0.0148638,-0.0170204,-1.60768,3040.81,-2099.81,808.346
6492,0,-0.0148394,-0.0244418,-1.60897,3041.43,-2098.17,808.335
6493,0,-0.0147085,-0.0302612,-1.60961,3041.35,-2096.39,808.381
6494,0,-0.013589,-0.0282454,-1.60715,3041.09,-2094.02,808.645
6495,0,-0.0137684,-0.0272582,-1.60879,3041.42,-2092.13,808.501
6496,0,-0.0143038,-0.022704,-1.60992,3041.26,-2090.01,808.6
6497,0,-0.0149216,-0.0211763,-1.61051,3041.23,-2088.02,808.668
6498,0,-0.0157511,-0.0228389,-1.61285,3041.43,-2086.06,808.656
6499,0,-0.0165269,-0.0202331,-1.61197,3041.38,-2084.1,808.622
6500,0,-0.0178221,-0.0115483,-1.61329,3041.27,-2081.96,808.606
6501,0,-0.0165226,-0.0144311,-1.61132,3041.08,-2079.93,808.918
6502,0,-0.0160621,-0.0249353,-1.61144,3041.83,-2078.36,808.778
6503,0,-0.0158938,-0.0247156,-1.61046,3041.53,-2076.15,808.824
6504,0,-0.0164533,-0.0249956,-1.61029,3041.25,-2074,808.846
6505,0,-0.0166992,-0.0180787,-1.61082,3041.2,-2071.88,808.918
6506,0,-0.0168047,-0.0184845,-1.61147,3041.45,-2070.08,808.914
6507,0,-0.0164475,-0.0155097,-1.61198,3041.36,-2067.85,809.062
6508,0,-0.0169278,-0.012759,-1.61247,3041.19,-2065.82,809.068
6509,0,-0.016445,-0.0141938,-1.61159,3041.21,-2063.92,809.223
6510,0,-0.0161341,-0.0155809,-1.61276,3040.89,-2061.69,809.358
6511,0,-0.0156295,-0.0191622,-1.61182,3041.33,-2060.06,809.297
6512,0,-0.0146111,-0.0256277,-1.61043,3041.56,-2058.22,809.444
6513,0,-0.0127076,-0.0131024,-1.60239,3040.04,-2054.67,809.806
6514,0,-0.0132601,-0.0196272,-1.60622,3041.15,-2053.76,809.479
6515,0,-0.0143933,-0.0195843,-1.61259,3041.16,-2051.62,809.618
6516,0,-0.0142813,-0.0208963,-1.61297,3041.57,-2049.97,809.691
6517,0,-0.0158956,-0.00953515,-1.61367,3040.91,-2047.56,809.807
6518,0,-0.0167901,0.00105832,-1.61431,3040.7,-2045.53,809.827
6519,0,-0.0163132,-0.00762069,-1.61217,3041.01,-2043.71,810.051
6520,0,-0.0160667,-0.0015558,-1.60966,3040.61,-2041.44,810.315
6521,0,-0.0152701,-0.0151043,-1.60901,3041.24,-2040,810.36
6522,0,-0.0155561,-0.0244422,-1.60849,3041.16,-2038,810.532
6523,0,-0.0157475,-0.0220107,-1.60852,3040.95,-2035.79,810.6
6524,0,-0.016393,-0.0266409,-1.60981,3041.26,-2033.87,810.663
6525,0,-0.0159709,-0.0271113,-1.60936,3041.11,-2031.81,810.895
6526,0,-0.0165341,-0.0291489,-1.61045,3041.2,-2029.97,810.928
6527,0,-0.0170392,-0.0260061,-1.61074,3041.01,-2027.86,811.151
6528,0,-0.0172756,-0.0204396,-1.6118,3040.89,-2025.66,811.386
6529,0,-0.0176229,-0.0195564,-1.61208,3040.88,-2023.64,811.495
6530,0,-0.017486,-0.0183395,-1.61218,3040.27,-2021.21,811.867
6531,0,-0.0172587,-0.0234943,-1.6132,3040.41,-2019.45,812.179
6532,0,-0.0170001,-0.0307539,-1.61178,3040.73,-2017.73,812.159
6533,0,-0.0180094,-0.0221447,-1.61158,3040.47,-2015.44,812.231
6534,0,-0.0183175,-0.022674,-1.61159,3040.55,-2013.47,812.459
6535,0,-0.018202,-0.0169544,-1.61182,3040.31,-2011.29,812.753
6536,0,-0.0178695,-0.0144094,-1.61203,3040.4,-2009.25,812.994
6537,0,-0.0180609,-0.0193292,-1.61105,3040.46,-2007.24,813.088
6538,0,-0.0188402,-0.0155755,-1.61143,3040.25,-2005.21,813.304
6539,0,-0.018613,-0.0185789,-1.61101,3040.16,-2003.11,813.575
6540,0,-0.0178862,-0.0245231,-1.6102,3040.51,-2001.33,813.709
6541,0,-0.0172272,-0.0276406,-1.60991,3040.44,-1999.25,813.854
6542,0,-0.0177336,-0.0230136,-1.61091,3040.2,-1997.01,813.943
6543,0,-0.018328,-0.017175,-1.61147,3039.78,-1994.75,814.151
6544,0,-0.0176307,-0.0137248,-1.61171,3039.75,-1992.5,814.391
6545,0,-0.0179899,-0.0162001,-1.61169,3039.94,-1990.67,814.417
6546,0,-0.0170731,-0.0269661,-1.61054,3040.29,-1988.87,814.691
6547,0,-0.017322,-0.0276285,-1.61135,3039.98,-1986.73,814.935
6548,0,-0.0172064,-0.0206627,-1.61241,3039.67,-1984.17,815.162
6549,0,-0.0168175,-0.0208439,-1.61242,3039.78,-1982.35,815.291
6550,0,-0.0167796,-0.0210815,-1.61167,3039.66,-1980.27,815.415
6551,0,-0.0165287,-0.0214283,-1.61131,3039.58,-1978.14,815.735
6552,0,-0.0169974,-0.0212016,-1.61124,3039.61,-1976.13,815.704
6553,0,-0.0175164,-0.0186117,-1.6119,3039.46,-1973.87,815.911
6554,0,-0.0178469,-0.0154048,-1.612,3039.27,-1971.93,816.028
6555,0,-0.017235,-0.0215265,-1.61192,3039.62,-1970.15,816.209
6556,0,-0.0157058,-0.0284352,-1.60979,3039.76,-1968.05,816.384
6557,0,-0.0165461,-0.0241892,-1.61128,3039.39,-1965.77,816.4
6558,0,-0.0157126,-0.0204375,-1.61084,3039.27,-1963.56,816.587
6559,0,-0.0153688,-0.0219871,-1.61111,3039.43,-1961.71,816.651
6560,0,-0.0154377,-0.0195632,-1.61105,3039.14,-1959.46,816.793
6561,0,-0.0153985,-0.0221698,-1.61187,3039.2,-1957.63,816.84
6562,0,-0.0151006,-0.0249039,-1.61128,3039.27,-1955.68,817.028
6563,0,-0.0149837,-0.0248507,-1.61172,3039.33,-1953.45,817.058
6564,0,-0.0145218,-0.0225335,-1.61064,3039.2,-1951.36,817.216
6565,0,-0.0144466,-0.0213608,-1.61089,3039.11,-1949.19,817.266
6566,0,-0.0164927,-0.00707193,-1.61387,3038.51,-1946.72,817.028
6567,0,-0.0147743,-0.00932109,-1.61317,3038.8,-1944.81,817.516
6568,0,-0.0143599,-0.0168692,-1.61202,3039.03,-1943.25,817.504
6569,0,-0.0144671,-0.0204433,-1.61085,3039.2,-1941.44,817.556
6570,0,-0.0138612,-0.00190022,-1.60305,3037.42,-1937.6,817.972
6571,0,-0.0144259,-0.00234627,-1.60701,3038.73,-1936.74,817.623
6572,0,-0.014852,-0.00699397,-1.60857,3038.94,-1935.03,817.674
6573,0,-0.015855,-0.00486663,-1.60982,3038.4,-1932.16,817.853
6574,0,-0.0159707,-0.00685721,-1.61033,3038.81,-1930.97,817.676
6575,0,-0.016357,-0.0101821,-1.61302,3038.63,-1929,817.974
6576,0,-0.0159026,-0.0166576,-1.61197,3039.2,-1927.4,817.821
6577,0,-0.0163165,-0.00587882,-1.6132,3038.95,-1925.05,817.8
6578,0,-0.015871,-0.000922258,-1.61214,3038.75,-1922.81,817.911
6579,0,-0.0146061,-0.00645655,-1.6103,3038.77,-1920.55,817.909
6580,0,-0.0158786,-0.00513346,-1.61117,3038.92,-1919.15,817.821
6581,0,-0.0158927,-0.00985665,-1.61055,3039.04,-1917.28,817.929
6582,0,-0.0171488,-0.00515954,-1.61272,3038.9,-1915.31,817.919
6583,0,-0.0164136,-0.0135335,-1.61316,3039.25,-1913.5,818.058
6584,0,-0.015494,-0.0143475,-1.61216,3039.29,-1911.5,818.024
6585,0,-0.014887,-0.0160036,-1.61184,3039.43,-1909.53,818.025
6586,0,-0.0149443,-0.0155953,-1.61115,3039.46,-1907.72,817.956
6587,0,-0.015547,-0.0153334,-1.61132,3039.37,-1905.68,817.944
6588,0,-0.0158817,-0.0148482,-1.61169,3039.55,-1903.97,817.97
6589,0,-0.0161921,-0.0136821,-1.61117,3039.38,-1901.83,818.02
6590,0,-0.0157128,-0.0180764,-1.61074,3039.7,-1900.17,817.97
6591,0,-0.0157705,-0.0200046,-1.61036,3039.63,-1898.12,817.862
6592,0,-0.0164631,-0.0221533,-1.61029,3039.83,-1896.24,817.692
6593,0,-0.0164718,-0.0193774,-1.60998,3039.76,-1894.25,817.77
6594,0,-0.0178135,-0.0095156,-1.61137,3039.55,-1892,817.662
6595,0,-0.0178763,-0.00891207,-1.60999,3039.69,-1890.23,817.663
6596,0,-0.0184824,-0.00525278,-1.61137,3039.82,-1888.41,817.447
6597,0,-0.0180012,-0.000459822,-1.61111,3039.72,-1886.34,817.366
6598,0,-0.0179739,0.00141974,-1.61148,3039.93,-1884.59,817.258
6599,0,-0.0173234,0.000707852,-1.61123,3040.08,-1882.78,817.17
6600,0,-0.0140715,0.000888311,-1.61025,3040.18,-1880.8,817.189
6601,0,-0.0107344,0.00309916,-1.61049,3040.34,-1879,816.935
6602,0,-0.00498756,0.00810244,-1.61057,3040.58,-1877.05,816.834
6603,0,0.00274217,0.012769,-1.61048,3040.75,-1875.35,816.699
6604,0,0.0105758,0.0244428,-1.61052,3040.59,-1873.27,816.597
