Objects,,,,,,,
100,,,,,,,
,,Global Angle Tello_DC5B8B:Tello_DC5B8B,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
16169,0,-0.023258,-0.0229244,-1.59322,1009.49,-2265.73,845.896
16170,0,-0.030056,-0.0297038,-1.59319,1009.37,-2268.05,846.171
16171,0,-0.0376581,-0.0345861,-1.59331,1009.11,-2270.24,846.506
16172,0,-0.0447272,-0.0388438,-1.59368,1009.03,-2272.44,846.794
16173,0,-0.0514795,-0.0457707,-1.59344,1009.12,-2274.52,847.124
16174,0,-0.0574265,-0.0544333,-1.59294,1009.19,-2276.55,847.409
16175,0,-0.062583,-0.0598768,-1.59285,1009.08,-2278.48,847.664
16176,0,-0.0665455,-0.0671535,-1.59207,1009.11,-2280.31,847.941
16177,0,-0.0702597,-0.0672413,-1.59271,1008.82,-2282.05,848.171
16178,0,-0.0716941,-0.0680398,-1.59254,1008.8,-2283.61,848.41
16179,0,-0.0719624,-0.0697875,-1.59222,1008.9,-2285.06,848.694
16180,0,-0.0715207,-0.0678529,-1.59256,1008.79,-2286.44,848.938
16181,0,-0.0695755,-0.0655543,-1.59233,1008.69,-2287.71,849.176
16182,0,-0.0670947,-0.062811,-1.5924,1008.72,-2288.9,849.451
16183,0,-0.0641682,-0.05939,-1.59273,1008.68,-2290.06,849.664
16184,0,-0.060354,-0.0573421,-1.5926,1008.64,-2291.16,849.86
16185,0,-0.0565941,-0.0556191,-1.59282,1008.71,-2292.3,850.074
16186,0,-0.053025,-0.0501335,-1.59344,1008.51,-2293.13,850.263
16187,0,-0.0490603,-0.0449911,-1.59372,1008.45,-2293.93,850.456
16188,0,-0.0447572,-0.045865,-1.59303,1008.68,-2294.77,850.696
16189,0,-0.0404475,-0.0393387,-1.59327,1008.54,-2295.51,850.863
16190,0,-0.0364478,-0.0350878,-1.59318,1008.51,-2296.18,851.014
16191,0,-0.0338803,-0.0318263,-1.59318,1008.43,-2296.87,851.173
16192,0,-0.030908,-0.0305407,-1.59304,1008.52,-2297.49,851.322
16193,0,-0.0282953,-0.0262103,-1.59322,1008.38,-2298.07,851.449
16194,0,-0.0261477,-0.0231103,-1.59332,1008.37,-2298.77,851.613
16195,0,-0.0234893,-0.0231372,-1.59308,1008.4,-2299.35,851.741
16196,0,-0.0209406,-0.0234223,-1.59286,1008.47,-2299.88,851.855
16197,0,-0.019635,-0.0193863,-1.59342,1008.28,-2300.39,851.979
16198,0,-0.0176279,-0.0178883,-1.59326,1008.34,-2300.82,852.104
16199,0,-0.0157603,-0.0159817,-1.59298,1008.28,-2301.29,852.229
16200,0,-0.0144445,-0.0148178,-1.5931,1008.35,-2301.86,852.362
16201,0,-0.0130321,-0.0127628,-1.59324,1008.29,-2302.28,852.446
16202,0,-0.0121494,-0.00971119,-1.59373,1008.21,-2302.72,852.525
16203,0,-0.0115493,-0.00741687,-1.59373,1008.13,-2303.14,852.652
16204,0,-0.0106811,-0.00361255,-1.59417,1008.04,-2303.57,852.734
16205,0,-0.00949835,-0.00591485,-1.59433,1008.17,-2304.12,852.833
16206,0,-0.00889274,-0.00607885,-1.59425,1008.14,-2304.52,852.947
16207,0,-0.00797536,-0.00532815,-1.59426,1008.14,-2304.9,853.011
16208,0,-0.00720091,-0.00599116,-1.59411,1008.23,-2305.34,853.094
16209,0,-0.00706611,-0.00391431,-1.59405,1008.15,-2305.67,853.16
16210,0,-0.00621703,-0.00364654,-1.59365,1008.18,-2306.03,853.212
16211,0,-0.00603843,-0.00161831,-1.5937,1008.15,-2306.42,853.246
16212,0,-0.00597778,8.04E-05,-1.59389,1008.13,-2306.78,853.293
16213,0,-0.005549,0.00246528,-1.59389,1008.04,-2307.13,853.3
16214,0,-0.00504102,0.000306108,-1.59364,1008.22,-2307.52,853.339
16215,0,-0.00467956,-0.00233944,-1.59369,1008.26,-2308.01,853.361
16216,0,-0.00422337,-0.0019695,-1.59373,1008.21,-2308.37,853.343
16217,0,-0.00403959,-0.0031698,-1.59364,1008.16,-2308.79,853.367
16218,0,-0.00374132,-0.00500702,-1.59343,1008.23,-2309.19,853.373
16219,0,-0.00346406,-0.00501758,-1.59357,1008.21,-2309.57,853.369
16220,0,-0.00354733,-0.00487225,-1.59371,1008.2,-2309.92,853.404
16221,0,-0.00342481,-0.00561497,-1.59359,1008.22,-2310.28,853.415
16222,0,-0.00342719,-0.00521699,-1.59382,1008.21,-2310.63,853.392
16223,0,-0.0039575,-0.00482331,-1.59399,1008.21,-2311.02,853.41
16224,0,-0.0035446,-0.0043409,-1.59412,1008.23,-2311.38,853.409
16225,0,-0.00131965,0.000206118,-1.59448,1008.19,-2311.79,853.424
16226,0,0.00209094,0.00400582,-1.59436,1008.23,-2312.08,853.445
16227,0,0.00624473,0.0100485,-1.59476,1008.2,-2312.44,853.432
16228,0,0.0122932,0.0162715,-1.59429,1008.2,-2312.75,853.424
16229,0,0.0189282,0.0231914,-1.59413,1008.23,-2313.14,853.407
16230,0,0.0269427,0.0315221,-1.59385,1008.23,-2313.56,853.35
16231,0,0.0370726,0.0423568,-1.59336,1008.19,-2314.02,853.314
16232,0,0.0466099,0.051928,-1.59312,1008.25,-2314.51,853.274
16233,0,0.0551731,0.0613918,-1.59295,1008.24,-2315.08,853.197
16234,0,0.0640673,0.0716464,-1.59262,1008.2,-2315.74,853.114
16235,0,0.0724782,0.0818629,-1.59227,1008.17,-2316.48,853.069
16236,0,0.0813402,0.0871048,-1.59171,1008.33,-2317.43,852.949
16237,0,0.0885156,0.0938307,-1.59117,1008.29,-2318.51,852.805
16238,0,0.0945912,0.0982538,-1.59098,1008.35,-2319.71,852.666
16239,0,0.100074,0.102978,-1.5914,1008.38,-2321.09,852.475
16240,0,0.104834,0.107211,-1.59099,1008.34,-2322.46,852.37
16241,0,0.10853,0.109619,-1.59083,1008.39,-2324.06,852.24
16242,0,0.111937,0.113392,-1.59081,1008.35,-2325.93,852.088
16243,0,0.114349,0.116945,-1.59083,1008.35,-2327.82,851.996
16244,0,0.115956,0.11901,-1.59043,1008.35,-2329.75,851.897
16245,0,0.117877,0.11962,-1.59019,1008.36,-2331.97,851.721
16246,0,0.118729,0.120529,-1.59013,1008.33,-2334.32,851.565
16247,0,0.119025,0.121182,-1.59008,1008.29,-2336.81,851.424
16248,0,0.119369,0.122459,-1.59006,1008.23,-2339.41,851.32
16249,0,0.118719,0.122314,-1.58988,1008.24,-2342.17,851.22
16250,0,0.117797,0.119304,-1.58999,1008.32,-2345.16,851.119
16251,0,0.115766,0.120625,-1.59037,1008.09,-2348.2,850.962
16252,0,0.112663,0.120771,-1.5907,1007.99,-2351.43,850.853
16253,0,0.109611,0.120271,-1.59098,1007.94,-2354.69,850.819
16254,0,0.107083,0.116102,-1.59093,1008.08,-2358.08,850.757
16255,0,0.10313,0.111515,-1.59117,1008.03,-2361.76,850.684
16256,0,0.0988944,0.106128,-1.59118,1008.04,-2365.43,850.576
16257,0,0.0945487,0.101188,-1.59107,1007.97,-2369.18,850.502
16258,0,0.0892487,0.0968568,-1.59146,1007.95,-2373.09,850.506
16259,0,0.0838874,0.0910126,-1.59193,1007.97,-2377.11,850.427
16260,0,0.0782177,0.0867265,-1.59212,1007.81,-2381.19,850.315
16261,0,0.0721685,0.0801603,-1.59236,1007.99,-2385.25,850.273
16262,0,0.0660232,0.0753662,-1.59282,1007.76,-2389.55,850.213
16263,0,0.0607745,0.0674448,-1.59267,1007.94,-2393.7,850.164
16264,0,0.054412,0.0624614,-1.59282,1007.94,-2397.92,850.098
16265,0,0.0488718,0.0567228,-1.59278,1007.91,-2402.31,850.012
16266,0,0.0435,0.0507212,-1.59278,1007.94,-2406.68,849.982
16267,0,0.0379138,0.0460187,-1.59294,1007.89,-2411.04,849.917
16268,0,0.0331992,0.0417526,-1.59305,1007.89,-2415.44,849.813
16269,0,0.0285156,0.0375544,-1.59315,1007.94,-2419.84,849.746
16270,0,0.0226121,0.0374737,-1.59372,1007.82,-2424.19,849.655
16271,0,0.0185869,0.0315447,-1.5934,1007.95,-2428.65,849.556
16272,0,0.0148497,0.0264157,-1.59361,1008.08,-2433.2,849.456
16273,0,0.0105094,0.0236876,-1.59398,1007.98,-2437.59,849.353
16274,0,0.00760869,0.0182234,-1.59363,1008.22,-2441.84,849.253
16275,0,0.00419359,0.0133851,-1.59375,1008.25,-2446.3,849.14
16276,0,0.000592604,0.0104871,-1.59381,1008.22,-2450.68,849.045
16277,0,-0.00222619,0.00586109,-1.59366,1008.38,-2455.02,848.888
16278,0,-0.00563667,0.00457892,-1.59401,1008.31,-2459.37,848.784
16279,0,-0.0084801,0.00195958,-1.59422,1008.42,-2463.78,848.689
16280,0,-0.0106862,0.000285796,-1.59449,1008.51,-2467.93,848.53
16281,0,-0.0129559,-0.00213024,-1.59446,1008.66,-2472.15,848.421
16282,0,-0.0142684,-0.00746183,-1.59371,1008.89,-2476.28,848.326
16283,0,-0.0151964,-0.0100743,-1.59369,1009.01,-2480.43,848.168
16284,0,-0.0164017,-0.0121086,-1.5938,1009.14,-2484.51,848.05
16285,0,-0.0171461,-0.0152394,-1.59389,1009.32,-2488.68,847.912
16286,0,-0.0175395,-0.0161698,-1.59382,1009.38,-2492.62,847.765
16287,0,-0.0182652,-0.015198,-1.59381,1009.43,-2496.47,847.622
16288,0,-0.0180241,-0.0178362,-1.59373,1009.68,-2500.5,847.47
16289,0,-0.0180027,-0.0163333,-1.59433,1009.61,-2504.44,847.281
16290,0,-0.0176611,-0.0175304,-1.59399,1009.85,-2508.21,847.14
16291,0,-0.0171676,-0.0156326,-1.59441,1009.88,-2512.01,846.933
16292,0,-0.0162449,-0.0166226,-1.59426,1010.1,-2515.76,846.716
16293,0,-0.0156014,-0.0181394,-1.5938,1010.27,-2519.44,846.543
16294,0,-0.0148348,-0.0168191,-1.59406,1010.37,-2523.15,846.311
16295,0,-0.0140148,-0.0151377,-1.59423,1010.48,-2526.77,846.077
16296,0,-0.0134126,-0.0147589,-1.59413,1010.59,-2530.4,845.868
16297,0,-0.012473,-0.0133821,-1.59413,1010.71,-2534,845.595
16298,0,-0.0117137,-0.0115869,-1.59421,1010.84,-2537.51,845.369
16299,0,-0.0113493,-0.0100155,-1.59398,1010.92,-2541.01,845.143
16300,0,-0.010912,-0.00642746,-1.59436,1010.94,-2544.5,844.847
16301,0,-0.0104562,-0.00294317,-1.59494,1011.02,-2547.94,844.566
16302,0,-0.00977841,-0.00346647,-1.59463,1011.28,-2551.33,844.294
16303,0,-0.00840378,-0.00404426,-1.59443,1011.44,-2554.75,844.004
16304,0,-0.00730622,-0.00505329,-1.59447,1011.7,-2558.13,843.696
16305,0,-0.00648895,-0.0048265,-1.59472,1011.64,-2561.58,843.415
16306,0,-0.005126,-0.00561987,-1.5947,1011.85,-2564.93,843.066
16307,0,-0.00441032,-0.005468,-1.5949,1011.93,-2568.27,842.737
16308,0,-0.00335319,-0.0066356,-1.59457,1012.14,-2571.47,842.446
16309,0,-0.001859,-0.0083528,-1.59433,1012.34,-2574.72,842.09
16310,0,-0.0013031,-0.00842435,-1.59425,1012.42,-2577.94,841.722
16311,0,-0.000643709,-0.00718241,-1.59424,1012.44,-2581.13,841.403
16312,0,-0.000114185,-0.00368966,-1.59459,1012.4,-2584.37,840.961
16313,0,-0.000243451,-0.000941676,-1.59486,1012.5,-2587.59,840.632
16314,0,-8.45E-05,0.00059119,-1.59493,1012.58,-2590.75,840.273
16315,0,0.000792441,0.000686609,-1.5947,1012.86,-2593.87,839.871
16316,0,0.00103243,0.00158714,-1.59469,1012.94,-2597,839.485
16317,0,0.00142671,0.00346955,-1.5945,1012.94,-2600.1,839.072
16318,0,0.00242331,0.00389542,-1.59427,1013.13,-2603.22,838.652
16319,0,0.00269741,0.0060321,-1.5947,1013.21,-2606.42,838.263
16320,0,0.00315376,0.00809556,-1.59468,1013.21,-2609.4,837.833
16321,0,0.00394998,0.00868849,-1.59453,1013.36,-2612.46,837.414
16322,0,0.00376263,0.00960357,-1.5945,1013.38,-2615.58,836.989
16323,0,0.00401529,0.00850388,-1.59447,1013.62,-2618.67,836.53
16324,0,0.00448354,0.00628262,-1.59417,1013.81,-2621.78,836.102
16325,0,0.00427135,0.00627371,-1.59415,1013.84,-2624.85,835.656
16326,0,0.00492267,0.00462425,-1.59417,1013.97,-2628.01,835.243
16327,0,0.00525366,0.00261008,-1.59444,1014.16,-2631.16,834.742
16328,0,0.00501178,0.00295884,-1.59429,1014.19,-2634.1,834.306
16329,0,0.00529019,0.00477174,-1.5945,1014.25,-2637.22,833.834
16330,0,0.00576009,0.00584849,-1.59407,1014.41,-2640.03,833.373
16331,0,0.00553701,0.0078823,-1.59411,1014.52,-2643.03,832.895
16332,0,0.00581976,0.0090139,-1.59423,1014.61,-2646.11,832.385
16333,0,0.00616831,0.0100357,-1.5942,1014.75,-2649.17,831.917
16334,0,0.00581769,0.0106889,-1.59419,1014.84,-2652.14,831.391
16335,0,0.00585585,0.0133966,-1.59473,1014.82,-2655.19,830.834
16336,0,0.00605898,0.0140478,-1.59466,1014.96,-2658.18,830.295
16337,0,0.00615902,0.014126,-1.59477,1015.2,-2661.17,829.777
16338,0,0.00648692,0.0147738,-1.59477,1015.31,-2664.14,829.216
16339,0,0.00664306,0.0146868,-1.59451,1015.46,-2667.13,828.695
16340,0,0.00634373,0.0154052,-1.59463,1015.61,-2670.13,828.115
16341,0,0.00656631,0.0170016,-1.59469,1015.74,-2673.09,827.553
16342,0,0.00662134,0.0183638,-1.59452,1015.85,-2676.08,827
16343,0,0.00669591,0.0178456,-1.59451,1016.14,-2679.14,826.421
16344,0,0.00646911,0.0218345,-1.59489,1016.1,-2682.13,825.815
16345,0,0.00655889,0.0202062,-1.59503,1016.45,-2685.23,825.215
16346,0,0.0065527,0.0187493,-1.59482,1016.7,-2688.16,824.624
16347,0,0.00722149,0.0158121,-1.59466,1016.95,-2691.24,824.005
16348,0,0.0071257,0.0158015,-1.59461,1017.11,-2694.25,823.388
16349,0,0.00751547,0.0126047,-1.59446,1017.41,-2697.28,822.773
16350,0,0.00776841,0.0127497,-1.59475,1017.45,-2700.34,822.146
16351,0,0.00753671,0.0135361,-1.595,1017.57,-2703.34,821.534
16352,0,0.0078741,0.0126394,-1.59475,1017.85,-2706.3,820.931
16353,0,0.00810994,0.0133168,-1.59494,1018,-2709.34,820.305
16354,0,0.00821111,0.011811,-1.59472,1018.36,-2712.3,819.734
16355,0,0.00839725,0.0110312,-1.59448,1018.56,-2715.26,819.142
16356,0,0.00870709,0.00999946,-1.59437,1018.85,-2718.26,818.528
16357,0,0.00847386,0.00986358,-1.59449,1019.04,-2721.24,817.947
16358,0,0.00855685,0.0090952,-1.59457,1019.28,-2724.25,817.341
16359,0,0.00886178,0.00733029,-1.5943,1019.53,-2727.26,816.764
16360,0,0.0084347,0.00619217,-1.59443,1019.76,-2730.26,816.196
16361,0,0.00794716,0.00605362,-1.59455,1020.01,-2733.2,815.596
16362,0,0.00763589,0.00521987,-1.5947,1020.18,-2736.21,815.034
16363,0,0.00708574,0.00289856,-1.59493,1020.5,-2739.26,814.52
16364,0,0.00720921,0.00182581,-1.59502,1020.72,-2742.17,814.023
16365,0,0.00732569,0.00114266,-1.59501,1020.96,-2745.21,813.517
16366,0,0.00694781,7.31E-05,-1.59487,1021.12,-2748.06,813.028
16367,0,0.00704626,0.000569425,-1.59497,1021.22,-2751.13,812.542
16368,0,0.00696387,0.000856691,-1.59514,1021.43,-2753.98,812.08
16369,0,0.00692786,-0.00107543,-1.59498,1021.76,-2756.85,811.673
16370,0,0.00730174,-0.00212595,-1.59486,1021.95,-2759.72,811.225
16371,0,0.00729645,-0.00328868,-1.59486,1022.1,-2762.64,810.799
16372,0,0.00676038,-0.0030105,-1.59519,1022.27,-2765.56,810.407
16373,0,0.00668793,-0.00121248,-1.59553,1022.42,-2768.33,809.997
16374,0,0.00647277,-0.00129608,-1.59557,1022.53,-2771.25,809.617
16375,0,0.00611418,-0.00298708,-1.59611,1022.76,-2774.23,809.251
16376,0,0.00625289,-0.00291197,-1.59611,1022.87,-2776.97,808.851
16377,0,0.00598661,-0.00246102,-1.59603,1022.98,-2779.74,808.519
16378,0,0.00562726,-0.00229374,-1.59584,1023.12,-2782.5,808.203
16379,0,0.00548905,-0.00272297,-1.59578,1023.29,-2785.29,807.846
16380,0,0.0047956,-0.00211848,-1.59585,1023.38,-2788.07,807.485
16381,0,0.00433781,-0.000912462,-1.59596,1023.48,-2790.79,807.175
16382,0,0.00463733,-0.00259605,-1.59576,1023.73,-2793.6,806.813
16383,0,0.00449412,-0.00347557,-1.5953,1023.85,-2796.31,806.488
16384,0,0.00424855,-0.00354253,-1.59508,1023.94,-2799.02,806.154
16385,0,0.00442431,-0.00295687,-1.59492,1024.02,-2801.71,805.816
16386,0,0.00440559,-0.00313202,-1.5946,1024.15,-2804.33,805.533
16387,0,0.0043944,-0.00222791,-1.59479,1024.23,-2806.99,805.218
16388,0,0.00458921,-0.0013417,-1.59489,1024.29,-2809.65,804.889
16389,0,0.00407287,0.00190357,-1.59532,1024.19,-2812.34,804.581
16390,0,0.00420094,0.00253607,-1.59539,1024.36,-2814.97,804.299
16391,0,0.00437692,0.00464885,-1.59564,1024.37,-2817.6,803.982
16392,0,0.00431683,0.00582603,-1.59586,1024.44,-2820.23,803.675
16393,0,0.00487765,0.0057682,-1.59541,1024.56,-2822.8,803.384
16394,0,0.00560814,0.0047936,-1.59465,1024.67,-2825.37,803.133
16395,0,0.00576717,0.00488565,-1.5947,1024.76,-2827.98,802.859
16396,0,0.00614554,0.00664515,-1.59505,1024.76,-2830.61,802.609
16397,0,0.00657002,0.00529423,-1.59521,1024.84,-2833.17,802.341
16398,0,0.00634099,0.00587311,-1.59542,1024.71,-2835.79,802.122
16399,0,0.00670361,0.00575642,-1.5954,1024.84,-2838.29,801.938
16400,0,0.00709413,0.00416492,-1.59553,1025,-2840.89,801.749
16401,0,0.00697364,0.00461727,-1.5953,1024.97,-2843.33,801.605
16402,0,0.00741688,0.00148202,-1.59516,1025.22,-2845.93,801.477
16403,0,0.00707051,0.0024777,-1.59569,1025.05,-2848.54,801.341
16404,0,0.00684222,0.00116636,-1.5954,1025.16,-2851.02,801.245
16405,0,0.00733501,0.000226417,-1.59538,1025.23,-2853.57,801.17
16406,0,0.00728057,-0.00134839,-1.5951,1025.23,-2855.96,801.115
16407,0,0.00686502,-0.00221724,-1.59496,1025.19,-2858.44,801.08
16408,0,0.00712179,-0.00353859,-1.59467,1025.23,-2861,801.086
16409,0,0.00678278,-0.00409914,-1.59462,1025.18,-2863.37,801.072
16410,0,0.00624294,-0.00460743,-1.59477,1025.17,-2865.8,801.053
16411,0,0.00611805,-0.00415819,-1.59475,1025.06,-2868.18,801.11
16412,0,0.00574977,-0.00439308,-1.59486,1025.02,-2870.68,801.163
16413,0,0.0050416,-0.00317531,-1.5953,1024.88,-2873.11,801.196
16414,0,0.00490163,-0.00198141,-1.59557,1024.79,-2875.5,801.264
16415,0,0.00468753,-0.00253682,-1.59523,1024.81,-2877.85,801.374
16416,0,0.00446229,-0.00317259,-1.59507,1024.77,-2880.27,801.449
16417,0,0.00457987,-0.00372134,-1.59487,1024.75,-2882.56,801.555
16418,0,0.00465259,-0.0064097,-1.59474,1024.73,-2885.04,801.71
16419,0,0.00470287,-0.00679159,-1.59444,1024.57,-2887.33,801.849
16420,0,0.00506509,-0.00779922,-1.59417,1024.53,-2889.64,802.009
16421,0,0.00492103,-0.00665363,-1.59426,1024.38,-2891.96,802.138
16422,0,0.00512884,-0.00532454,-1.59412,1024.25,-2894.28,802.322
16423,0,0.00523182,-0.00372746,-1.59429,1024.05,-2896.68,802.476
16424,0,0.00523174,-0.00298733,-1.59446,1024.03,-2898.94,802.651
16425,0,0.00568493,-0.00174269,-1.59429,1023.96,-2901.15,802.842
16426,0,0.00597123,0.00125462,-1.59472,1023.74,-2903.5,803.026
16427,0,0.0062017,0.002136,-1.59451,1023.68,-2905.72,803.223
16428,0,0.00693854,0.0013222,-1.59427,1023.7,-2907.97,803.448
16429,0,0.00734187,0.00194585,-1.59425,1023.59,-2910.24,803.634
16430,0,0.00730776,0.00193765,-1.59439,1023.53,-2912.49,803.83
16431,0,0.00769725,0.00158193,-1.59431,1023.43,-2914.74,804.069
16432,0,0.00758241,0.00157374,-1.59453,1023.28,-2917.12,804.248
16433,0,0.00760522,0.00123757,-1.59444,1023.21,-2919.34,804.536
16434,0,0.00792544,0.00131056,-1.59427,1023.11,-2921.57,804.77
16435,0,0.00804411,0.00171052,-1.59396,1023.05,-2923.75,805.054
16436,0,0.0079668,0.000721799,-1.594,1023.01,-2926.06,805.321
16437,0,0.00773013,0.00225338,-1.5944,1022.77,-2928.34,805.617
16438,0,0.00761557,0.00291646,-1.59465,1022.67,-2930.61,805.886
16439,0,0.00740147,0.00259443,-1.59446,1022.63,-2932.74,806.237
16440,0,0.00758828,0.000502998,-1.59426,1022.6,-2935.02,806.538
16441,0,0.0075083,-0.00110296,-1.59412,1022.5,-2937.28,806.875
16442,0,0.00688442,-6.05E-05,-1.59443,1022.37,-2939.43,807.229
16443,0,0.00712732,-0.00227741,-1.5941,1022.36,-2941.67,807.577
16444,0,0.00647183,-0.00262875,-1.59441,1022.22,-2943.93,807.945
16445,0,0.00542549,-0.000948775,-1.59516,1021.98,-2946.23,808.281
16446,0,0.00560887,-0.00333279,-1.59506,1022.06,-2948.52,808.754
16447,0,0.00533882,-0.00539761,-1.59459,1021.93,-2950.5,809.077
16448,0,0.00504807,-0.00599486,-1.59438,1021.78,-2952.62,809.475
16449,0,0.00493776,-0.00743671,-1.59394,1021.66,-2954.78,809.894
16450,0,0.00411954,-0.00818565,-1.59379,1021.54,-2956.94,810.281
16451,0,0.00329468,-0.0071918,-1.59413,1021.32,-2959.11,810.679
16452,0,0.00268904,-0.00744548,-1.59388,1021.22,-2961.16,811.104
16453,0,0.00209593,-0.00907401,-1.59354,1021.18,-2963.26,811.544
16454,0,0.0011994,-0.00797204,-1.59368,1020.96,-2965.34,811.939
16455,0,0.000437238,-0.00787846,-1.59383,1020.78,-2967.45,812.37
16456,0,-0.00035762,-0.00946985,-1.59378,1020.72,-2969.51,812.799
16457,0,-0.00124747,-0.00952211,-1.59395,1020.57,-2971.53,813.193
16458,0,-0.00236821,-0.00765743,-1.59451,1020.33,-2973.59,813.583
16459,0,-0.00316652,-0.00870897,-1.59436,1020.3,-2975.7,814.027
16460,0,-0.00443091,-0.00758408,-1.59455,1019.99,-2977.67,814.397
16461,0,-0.00524781,-0.00697549,-1.59478,1019.88,-2979.79,814.83
16462,0,-0.00640504,-0.00627261,-1.59478,1019.67,-2981.58,815.116
16463,0,-0.00675049,-0.00694998,-1.59453,1019.67,-2983.43,815.436
16464,0,-0.00714828,-0.00705293,-1.59431,1019.52,-2985.31,815.777
16465,0,-0.00792136,-0.00609505,-1.59441,1019.4,-2987.19,816.098
16466,0,-0.00829854,-0.00455966,-1.59452,1019.27,-2989.03,816.385
16467,0,-0.00860846,-0.004179,-1.59426,1019.13,-2990.88,816.677
16468,0,-0.00930792,-8.52E-05,-1.59505,1018.88,-2992.76,816.948
16469,0,-0.00866357,-0.00168265,-1.59473,1018.98,-2994.57,817.162
16470,0,-0.00824882,-0.0033675,-1.59491,1018.82,-2996.57,817.452
16471,0,-0.00788166,-0.00471535,-1.59461,1018.81,-2998.27,817.655
16472,0,-0.00728611,-0.00455652,-1.59451,1018.73,-3000.01,817.88
16473,0,-0.00733132,-0.00259148,-1.5945,1018.61,-3001.63,818.066
16474,0,-0.00721105,-0.00395008,-1.5942,1018.55,-3003.44,818.277
16475,0,-0.00798998,-0.00425065,-1.5942,1018.46,-3005.23,818.419
16476,0,-0.0104666,-0.007833,-1.59416,1018.45,-3006.88,818.529
16477,0,-0.0137222,-0.0120774,-1.59492,1018.39,-3008.88,818.774
16478,0,-0.0180702,-0.0168159,-1.59463,1018.23,-3010.36,818.839
16479,0,-0.0234939,-0.0240025,-1.59438,1018.27,-3011.95,818.956
16480,0,-0.029462,-0.0304136,-1.5943,1018.19,-3013.55,819.055
16481,0,-0.035662,-0.0365293,-1.59403,1018.07,-3015.1,819.158
16482,0,-0.0421587,-0.0425075,-1.59415,1018.05,-3016.58,819.275
16483,0,-0.0478386,-0.0477199,-1.59399,1018,-3017.96,819.351
16484,0,-0.0525053,-0.0536247,-1.59372,1018.01,-3019.26,819.443
16485,0,-0.0567225,-0.0571542,-1.59377,1017.93,-3020.47,819.532
16486,0,-0.059046,-0.0615507,-1.59355,1017.99,-3021.64,819.585
16487,0,-0.0605749,-0.0630632,-1.59347,1017.91,-3022.68,819.644
16488,0,-0.0613191,-0.0626501,-1.59356,1017.84,-3023.57,819.732
16489,0,-0.0602572,-0.0626021,-1.59336,1017.9,-3024.42,819.768
16490,0,-0.0586342,-0.0604106,-1.5933,1017.83,-3025.2,819.811
16491,0,-0.0565027,-0.0575222,-1.59328,1017.76,-3025.88,819.855
16492,0,-0.0531539,-0.0554115,-1.59319,1017.81,-3026.51,819.876
16493,0,-0.0503276,-0.0499399,-1.59375,1017.66,-3027.12,819.888
16494,0,-0.0474475,-0.0436489,-1.59448,1017.58,-3027.74,819.929
16495,0,-0.043888,-0.0393646,-1.59427,1017.58,-3028.05,819.905
16496,0,-0.0406464,-0.0359494,-1.59404,1017.65,-3028.4,819.888
16497,0,-0.0378601,-0.032498,-1.59392,1017.68,-3028.77,819.865
16498,0,-0.0351015,-0.0286663,-1.59384,1017.63,-3029.12,819.807
16499,0,-0.0327037,-0.0264507,-1.59359,1017.7,-3029.39,819.78
16500,0,-0.030764,-0.0248517,-1.59361,1017.81,-3029.69,819.729
16501,0,-0.0287744,-0.0212744,-1.59422,1017.71,-3029.99,819.644
16502,0,-0.0271818,-0.020812,-1.59436,1017.7,-3030.33,819.605
16503,0,-0.0255147,-0.020954,-1.59431,1017.81,-3030.52,819.532
16504,0,-0.0236272,-0.0185055,-1.59479,1017.81,-3030.68,819.44
16505,0,-0.0223786,-0.0185991,-1.59451,1017.94,-3030.76,819.341
16506,0,-0.0213237,-0.0181129,-1.59426,1017.98,-3030.87,819.261
16507,0,-0.0199156,-0.0197286,-1.59401,1018.13,-3030.98,819.157
16508,0,-0.0191735,-0.0196688,-1.59397,1018.18,-3031.08,819.061
16509,0,-0.0182626,-0.019634,-1.5939,1018.24,-3031.13,818.976
16510,0,-0.0171186,-0.0188373,-1.59387,1018.28,-3031.14,818.901
16511,0,-0.0161297,-0.0197286,-1.59356,1018.4,-3031.15,818.842
16512,0,-0.0152678,-0.0199832,-1.59364,1018.48,-3031.18,818.777
16513,0,-0.0143448,-0.0196964,-1.59368,1018.55,-3031.16,818.714
16514,0,-0.0138733,-0.0195268,-1.59363,1018.64,-3031.13,818.686
16515,0,-0.0125561,-0.0203666,-1.59361,1018.76,-3031.07,818.659
16516,0,-0.0115461,-0.0204828,-1.59367,1018.84,-3031.04,818.626
16517,0,-0.0108836,-0.0199576,-1.59383,1018.91,-3030.96,818.617
16518,0,-0.00992488,-0.0193129,-1.59392,1019,-3030.86,818.602
16519,0,-0.00906028,-0.0183408,-1.59373,1019.06,-3030.72,818.596
16520,0,-0.00873343,-0.0165965,-1.59417,1019.09,-3030.64,818.589
16521,0,-0.00820654,-0.0131891,-1.59455,1019.1,-3030.5,818.572
16522,0,-0.00786299,-0.00988381,-1.59474,1019.11,-3030.34,818.572
16523,0,-0.0074172,-0.00810161,-1.59475,1019.18,-3030.17,818.584
16524,0,-0.00627084,-0.0104157,-1.59444,1019.44,-3030.01,818.566
16525,0,-0.00527976,-0.0129012,-1.59431,1019.6,-3029.92,818.572
