time,tello_x,tello_y,tello_z,tello_rx,tello_ry,tello_rz,tello_rw,vicon_x,vicon_y,vicon_z,vicon_rx,vicon_ry,vicon_rz,vicon_rw
1582642181441482550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4246403024,-2.45240666705,0.0145499326074,-8.3445229742e-06,-0.00633019156563,0.708359002207,0.705823952978
1582642181451127142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.42463569654,-2.452405248,0.0145501049648,9.95732276249e-05,-0.00640174603338,0.708342953507,0.705839406629
1582642181481573228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.42463856931,-2.45240722765,0.0145440730829,0.00011007386469,-0.00636612967875,0.708361820827,0.705820792461
1582642181531507171,0.0,0.0,0.0,0.999996900558,0.00250245095231,-8.43013549456e-05,3.99122582166e-05,-1.42463228575,-2.45240923657,0.0145455968956,0.000134089090338,-0.00643701432462,0.708272004636,0.705910273559
1582642181631742340,0.0159994792193,0.0120267784223,-0.00493693677709,0.999996900558,0.00249465671368,-9.06883506104e-05,6.5033302235e-05,-1.42464286483,-2.45239856061,0.0145448042643,0.000190612406065,-0.00642428897245,0.708288940796,0.705893383256
1582642181681452616,0.0159994792193,0.0120267784223,-0.00493693677709,0.999996900558,0.00249465671368,-9.06883506104e-05,6.5033302235e-05,-1.42463927924,-2.45239858408,0.0145473807152,0.000246407211442,-0.00639627843694,0.708306100407,0.705876402093
1582642181731163031,0.0159994792193,0.0120267784223,-0.00493693677709,0.999996900558,0.00249499524944,-9.56579970079e-05,6.51510781609e-05,-1.4246443968,-2.45240262617,0.0145522858231,0.000314097807984,-0.00637335761005,0.708317066543,0.705865578492
1582642181831108718,0.015999449417,0.0120268259197,-0.0049369125627,0.999996900558,0.00248971930705,-0.000102097408671,6.51930604363e-05,-1.42464845798,-2.45239447671,0.0145559917985,0.000297531126172,-0.00647102770635,0.708318595435,0.705863162827
1582642181881136049,0.015999449417,0.0120268259197,-0.0049369125627,0.999996900558,0.00248971930705,-0.000102097408671,6.51930604363e-05,-1.42464273623,-2.45239688926,0.0145577843408,9.1425426177e-05,-0.00642690411404,0.708324612715,0.70585758448
1582642181941251058,0.015999449417,0.0120268259197,-0.0049369125627,0.999996900558,0.0024984437041,-0.000126797720441,6.59053985146e-05,-1.42462288875,-2.45238125268,0.0145540513077,0.000185794825072,-0.00646806841796,0.708354515751,0.705827181105
1582642182041072322,0.0159989744425,0.0120276557282,-0.0049364301376,0.999996900558,0.00250140321441,-0.000108347150672,8.74961551744e-05,-1.42464241759,-2.45240323435,0.0145560987231,0.000137747681748,-0.0063865150519,0.708294394124,0.705888266445
1582642182091147559,0.0159989744425,0.0120276557282,-0.0049364301376,0.999996900558,0.00250140321441,-0.000108347150672,8.74961551744e-05,-1.42463855024,-2.45240076419,0.0145470052206,0.000211897345756,-0.00641381963026,0.708308859891,0.705873485135
1582642182141262683,0.0159989744425,0.0120276557282,-0.0049364301376,0.999996900558,0.00248379143886,-0.000121129007312,0.000100436576759,-1.42464687569,-2.45240129881,0.0145547026763,0.000271308781987,-0.00644432730693,0.708310349968,0.705871691716
1582642182241847372,0.015998609364,0.0120279574767,-0.00493687624112,0.999996960163,0.00247152801603,-0.000116818919196,0.000106171086372,-1.42464380828,-2.45240901078,0.0145633982384,0.000190774993045,-0.00638348234373,0.708305035146,0.705877604082
1582642182292009438,0.015998609364,0.0120279574767,-0.00493687624112,0.999996960163,0.00247152801603,-0.000116818919196,0.000106171086372,-1.42463322219,-2.452393402,0.0145406521932,0.000240957019694,-0.00637657612912,0.708326556786,0.70585605485
1582642182341836082,0.015998609364,0.0120279574767,-0.00493687624112,0.999996960163,0.00247310684063,-8.46908806125e-05,9.83769787126e-05,-1.42464436949,-2.45238999154,0.0145475051339,0.000378281822636,-0.00645846834382,0.708311860883,0.705869997111
1582642182441115593,0.0159985739738,0.0120273698121,-0.00493842549622,0.999996960163,0.00246475380845,-7.35244102543e-05,8.98236903595e-05,-1.42464201137,-2.45239689529,0.0145538413291,0.000240587267798,-0.0064082730505,0.708320185238,0.705862161713
1582642182501627459,0.0159985739738,0.0120273698121,-0.00493842549622,0.999996960163,0.00246475380845,-7.35244102543e-05,8.98236903595e-05,-1.42463877523,-2.45239770002,0.0145536467721,0.00019232476705,-0.00639930699881,0.708300532071,0.705881978909
1582642182561042584,0.0159985739738,0.0120273698121,-0.00493842549622,0.999996900558,0.00249284203164,-5.69646254007e-05,6.88852742314e-05,-1.42464672416,-2.45239768285,0.014556018598,0.000122364777349,-0.00644841477167,0.708349704206,0.705832203519
1582642182651086576,0.0159988943487,0.0120264664292,-0.00493959663436,0.999996960163,0.00247592316009,-2.98667255265e-05,5.83588443988e-05,-1.42463656927,-2.45239998272,0.0145527382258,0.000169921086464,-0.00636978625833,0.708339494059,0.70584315404
1582642182721340128,0.0159988943487,0.0120264664292,-0.00493959663436,0.999996960163,0.00247592316009,-2.98667255265e-05,5.83588443988e-05,-1.42463068718,-2.45239874875,0.0145537557243,6.5185074439e-05,-0.00645060025695,0.708318365408,0.705863640325
1582642182751484494,0.0159988943487,0.0120264664292,-0.00493959663436,0.999996960163,0.00246857129969,-1.18181815196e-05,4.83156909468e-05,-1.42463987947,-2.45238984759,0.0145564418376,0.00026654429805,-0.00641654078506,0.708333340759,0.7058488757
