Objects
100
,,Global Angle Tello_DC5B8B:Tello_DC5B8B,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
3377,0,0.0279912,0.0193222,3.1091,-1873.48,-584.845,-4.77384
3378,0,0.0198703,0.0130683,3.10852,-1872.11,-584.829,2.88804
3379,0,0.0196837,0.0127454,3.10851,-1872.08,-584.827,3.335
3380,0,0.0192549,0.0124934,3.10847,-1871.98,-584.819,3.68794
3381,0,0.0193462,0.0124345,3.10848,-1872.01,-584.817,3.71292
3382,0,0.019507,0.0125632,3.10846,-1871.96,-584.824,3.49677
3383,0,0.019789,0.0129725,3.10844,-1871.95,-584.832,2.96598
3384,0,0.0199318,0.0130163,3.10848,-1872.03,-584.828,2.91408
3385,0,0.0201456,0.0131552,3.10852,-1872.13,-584.826,2.73079
3386,0,0.0198895,0.0130078,3.10847,-1872.02,-584.829,2.93546
3387,0,0.0198522,0.012833,3.10851,-1872.09,-584.822,3.16253
3388,0,0.019955,0.0129887,3.10855,-1872.18,-584.821,2.96979
3389,0,0.0201021,0.0131041,3.10856,-1872.19,-584.82,2.80796
3390,0,0.0200548,0.0130736,3.10851,-1872.1,-584.825,2.85394
3391,0,0.0201026,0.0130804,3.10853,-1872.14,-584.821,2.85258
3392,0,0.020017,0.0127557,3.10853,-1872.12,-584.816,3.28097
3393,0,0.0200882,0.0127906,3.10861,-1872.3,-584.81,3.21919
3394,0,0.0196189,0.0126156,3.10856,-1872.17,-584.813,3.47297
3395,0,0.0197703,0.0127374,3.10856,-1872.17,-584.813,3.28828
3396,0,0.0199762,0.0129874,3.10856,-1872.18,-584.818,2.95995
3397,0,0.0196193,0.0127551,3.10848,-1872.01,-584.82,3.27537
3398,0,0.0196361,0.012678,3.10849,-1872.05,-584.812,3.36771
3399,0,0.0196974,0.0127423,3.10852,-1872.11,-584.815,3.27575
3400,0,0.0196923,0.0127515,3.10853,-1872.12,-584.814,3.2576
3401,0,0.0175381,0.0101318,3.10854,-1871.97,-584.729,8.85204
3402,0,0.0180841,0.0110233,3.10849,-1871.92,-584.779,6.08097
3403,0,0.0189812,0.0117779,3.10855,-1872.1,-584.798,4.75987
3404,0,0.0192099,0.0121258,3.10855,-1872.14,-584.803,4.0589
3405,0,0.0196641,0.0124664,3.10858,-1872.23,-584.807,3.44925
3406,0,0.0196598,0.0125814,3.10854,-1872.13,-584.814,3.33876
3407,0,0.0196361,0.0127328,3.10848,-1871.97,-584.821,3.14505
3408,0,0.0194321,0.0126054,3.10848,-1871.98,-584.822,3.42306
3409,0,0.0193843,0.0125171,3.10848,-1872,-584.818,3.57073
3410,0,0.0194465,0.0125317,3.10855,-1872.17,-584.815,3.53696
3411,0,0.0195874,0.0127395,3.10851,-1872.08,-584.823,3.18659
3412,0,0.0195704,0.0126518,3.10849,-1872.03,-584.822,3.36429
3413,0,0.0192295,0.0124074,3.10849,-1872.01,-584.819,3.72434
3414,0,0.0195782,0.012687,3.10851,-1872.1,-584.821,3.26458
3415,0,0.0196228,0.0125733,3.1085,-1872.06,-584.824,3.45904
3416,0,0.019885,0.0127646,3.10852,-1872.1,-584.825,3.1621
3417,0,0.0198745,0.0128668,3.10855,-1872.19,-584.818,3.04195
3418,0,0.0196411,0.0126467,3.10856,-1872.19,-584.814,3.39173
3419,0,0.0196594,0.012588,3.10861,-1872.28,-584.812,3.47281
3420,0,0.0198726,0.0128044,3.10858,-1872.23,-584.818,3.13358
3421,0,0.0199478,0.0128947,3.10858,-1872.22,-584.819,3.02166
3422,0,0.0199221,0.0129082,3.10853,-1872.09,-584.825,3.02536
3423,0,0.0199369,0.0129019,3.10855,-1872.15,-584.827,3.05168
3424,0,0.0199879,0.0129063,3.10854,-1872.14,-584.826,3.05074
3425,0,0.0200139,0.0129572,3.10851,-1872.08,-584.829,2.9747
3426,0,0.0201971,0.0130568,3.10848,-1872.01,-584.833,2.83567
3427,0,0.0203505,0.0131335,3.10853,-1872.16,-584.822,2.7348
3428,0,0.0201884,0.0130608,3.10855,-1872.18,-584.822,2.87432
3429,0,0.0199851,0.0130748,3.10853,-1872.12,-584.825,2.85767
3430,0,0.0198298,0.0129729,3.10845,-1871.95,-584.828,3.00065
3431,0,0.0196993,0.0129801,3.10844,-1871.94,-584.828,2.98941
3432,0,0.0197643,0.0129167,3.10851,-1872.1,-584.82,3.06818
3433,0,0.0196843,0.0128995,3.10847,-1872,-584.829,3.08512
3434,0,0.0197461,0.0128463,3.10844,-1871.96,-584.828,3.1498
3435,0,0.0196309,0.0128331,3.10844,-1871.94,-584.824,3.16211
3436,0,0.0197701,0.0129121,3.10845,-1871.98,-584.828,3.05057
3437,0,0.0197308,0.0127095,3.10848,-1872.03,-584.825,3.30311
3438,0,0.0175421,0.0100479,3.10855,-1872.1,-584.724,8.97909
3439,0,0.018684,0.0112116,3.10854,-1872.12,-584.778,5.99198
3440,0,0.0192038,0.0119322,3.10853,-1872.11,-584.801,4.5061
3441,0,0.0195003,0.0123488,3.10853,-1872.12,-584.811,3.66096
3442,0,0.0197437,0.0124644,3.10855,-1872.18,-584.812,3.50445
3443,0,0.0199864,0.0126606,3.10852,-1872.11,-584.817,3.2089
3444,0,0.0201501,0.0129153,3.10852,-1872.11,-584.823,2.84184
3445,0,0.0201352,0.013037,3.10847,-1871.99,-584.83,2.7436
3446,0,0.0202446,0.013258,3.10848,-1872.06,-584.834,2.43513
3447,0,0.0200286,0.0131077,3.10843,-1871.92,-584.833,2.81551
3448,0,0.0196861,0.0128314,3.1084,-1871.84,-584.829,3.25882
3449,0,0.0199603,0.0129554,3.10849,-1872.08,-584.823,2.9972
3450,0,0.0200736,0.013168,3.10851,-1872.14,-584.83,2.63811
3451,0,0.0200529,0.0130589,3.10847,-1872.02,-584.829,2.86845
3452,0,0.0198725,0.0130626,3.10844,-1871.94,-584.833,2.87197
3453,0,0.0197595,0.0129455,3.10844,-1871.93,-584.827,3.0556
3454,0,0.0199133,0.0129748,3.1085,-1872.1,-584.825,2.9934
3455,0,0.0198376,0.0129012,3.1085,-1872.09,-584.825,3.10137
3456,0,0.0176325,0.0102494,3.1085,-1871.89,-584.745,8.494
3457,0,0.0183823,0.0111922,3.10849,-1871.96,-584.779,6.0867
