time,tello_x,tello_y,tello_z,tello_rx,tello_ry,tello_rz,tello_rw,vicon_x,vicon_y,vicon_z,vicon_rx,vicon_ry,vicon_rz,vicon_rw
1582629282256032366,0.0160021744668,0.0120228109881,-0.0049378592521,0.999995470047,0.00298760109581,0.000300929765217,-0.000214985426283,-1.50940981858,-2.41903093766,0.0145025298431,0.00542761678227,-0.00540732346467,0.71816451633,0.695831178744
1582629282346074857,0.0160021744668,0.0120228109881,-0.0049378592521,0.999995470047,0.0029823675286,0.000299158593407,-0.000244146795012,-1.50941128598,-2.41902940635,0.0144990405487,0.00562673935088,-0.00541432729031,0.718174862574,0.695818864095
1582629282426083484,0.0160042010248,0.0120202247053,-0.00493758777156,0.999995648861,0.00294386292808,0.000259353604633,-0.000282172317384,-1.50941512149,-2.41902619016,0.0144964414761,0.00560612723212,-0.00534834758817,0.718143630749,0.69585177454
1582629282455152590,0.0160042010248,0.0120202247053,-0.00493758777156,0.999995648861,0.00294386292808,0.000259353604633,-0.000282172317384,-1.50940893117,-2.41904038271,0.0145222846746,0.00503571924334,-0.00546742511707,0.718194060587,0.695803161915
1582629282524916115,0.0160042010248,0.0120202247053,-0.00493758777156,0.999995648861,0.00292857899331,0.00022753427038,-0.000288905634079,-1.50942394146,-2.41906475311,0.0145667853385,0.00440700824534,-0.00551223340771,0.718160172245,0.695842051447
1582629282604982446,0.0160050950944,0.012019302696,-0.00493692979217,0.999995648861,0.00292879738845,0.000227409109357,-0.000306239962811,-1.50941109946,-2.41902562398,0.0145036560123,0.00568946531697,-0.00544892683805,0.718175397282,0.695817532058
1582629282664820080,0.0160050950944,0.012019302696,-0.00493692979217,0.999995648861,0.00292879738845,0.000227409109357,-0.000306239962811,-1.50941845027,-2.41902617911,0.0145120927561,0.00547196476905,-0.00542918504411,0.718218846817,0.695774582482
1582629282725185520,0.0160050950944,0.012019302696,-0.00493692979217,0.99999576807,0.00289571005851,0.00022449316748,-0.000282065564534,-1.50941520821,-2.41901994861,0.014499916236,0.00562283311907,-0.00542520045352,0.718166938262,0.695826989801
1582629282814875377,0.0160040576011,0.0120205581188,-0.00493723480031,0.999995708466,0.00290867849253,0.000221950904233,-0.000260778033407,-1.50941003869,-2.41904027793,0.0145220165323,0.00506704180907,-0.00541757375616,0.718168181012,0.69583003583
1582629282864794212,0.0160040576011,0.0120205581188,-0.00493723480031,0.999995708466,0.00290867849253,0.000221950904233,-0.000260778033407,-1.5094063487,-2.41902747073,0.0145055605103,0.00547587879919,-0.0053916329719,0.718188823785,0.695805833861
1582629282906028380,0.0160040576011,0.0120205581188,-0.00493723480031,0.999995708466,0.00292173004709,0.000242364869337,-0.000232672828133,-1.50941161081,-2.41902879245,0.0145061312991,0.00568959664123,-0.0054904598081,0.718128092795,0.695866025668
1582629283014823468,0.0160035677254,0.0120207471773,-0.00493836589158,0.999995648861,0.00292550609447,0.000269944197498,-0.000260221248027,-1.50940784262,-2.41902620872,0.0145019825596,0.00564499248126,-0.00545846090178,0.718203779625,0.695788524048
1582629283064804613,0.0160035677254,0.0120207471773,-0.00493836589158,0.999995648861,0.00292550609447,0.000269944197498,-0.000260221248027,-1.50941314806,-2.41902792846,0.0145121500979,0.00554506973983,-0.0054026185369,0.71814585646,0.695849547506
1582629283135305881,0.0160035677254,0.0120207471773,-0.00493836589158,0.999995648861,0.00294047640637,0.000297558610328,-0.000255572056631,-1.50940641512,-2.41902391709,0.0145040287835,0.00553137652125,-0.00552569312065,0.718132714669,0.695862252685
1582629283235001065,0.0160030610859,0.0120216822252,-0.00493773398921,0.999995529652,0.0029769744724,0.000288912298856,-0.000246942101512,-1.50940713088,-2.4190235335,0.0145017028018,0.00568026317254,-0.00545150851224,0.71818259551,0.695810157422
1582629283244964948,0.0160030610859,0.0120216822252,-0.00493773398921,0.999995529652,0.0029769744724,0.000288912298856,-0.000246942101512,-1.50940853196,-2.41902549476,0.0144983085299,0.00560051193316,-0.00545762350537,0.718182532468,0.695810821035
1582629283315051171,0.0160030610859,0.0120216822252,-0.00493773398921,0.999995529652,0.00296946289018,0.00026507730945,-0.000242573136347,-1.50940873315,-2.41903275522,0.0145046635027,0.00559651313791,-0.00536816732337,0.718173384224,0.695820991357
1582629283414838783,0.0160023588687,0.0120223537087,-0.0049383668229,0.999995589256,0.00295949587598,0.000295649864711,-0.000220581918256,-1.50940523225,-2.41903561134,0.014492678387,0.00560479612477,-0.00541341378493,0.718145105163,0.695849760467
1582629283426052206,0.0160023588687,0.0120223537087,-0.0049383668229,0.999995589256,0.00295949587598,0.000295649864711,-0.000220581918256,-1.50940035939,-2.41903867352,0.0144937712594,0.00568435536669,-0.00545659178175,0.718142073227,0.695851906925
1582629283474796028,0.0160023588687,0.0120223537087,-0.0049383668229,0.999995648861,0.00293221580796,0.000329529051669,-0.000220385903958,-1.50940541055,-2.41904585878,0.0145041035881,0.00546001960271,-0.00538663992944,0.718148635661,0.695847475668
1582629283576011561,0.0160019360483,0.0120216039941,-0.00494156870991,0.999995708466,0.00291312602349,0.000360828940757,-0.000229902070714,-1.50941613015,-2.41903255254,0.0144936182661,0.00552039561804,-0.00542227719562,0.718165368708,0.695829452762
1582629283655999280,0.0160019360483,0.0120216039941,-0.00494156870991,0.999995708466,0.00291312602349,0.000360828940757,-0.000229902070714,-1.5094166033,-2.41907558638,0.0145586729463,0.00441615738287,-0.00546796782988,0.718166810059,0.695835491917
