Objects
100
,,Global Angle Tello_FCF6BF:Tello_FCF6BF,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
7084,0,0.0402913,0.026138,-1.63862,3036.07,-2505.3,17.4783
7085,0,0.0400679,0.0262521,-1.63835,3036,-2505.34,17.4708
7086,0,0.0397994,0.0256124,-1.63772,3036.06,-2505.38,17.5264
7087,0,0.0399129,0.0254302,-1.63806,3036.06,-2505.41,17.5272
7088,0,0.0403488,0.0260144,-1.63802,3036.06,-2505.36,17.5179
7089,0,0.0396523,0.0243931,-1.63804,3036.63,-2505.29,17.5488
7090,0,0.0408553,0.0266472,-1.63852,3036.11,-2505.33,17.4739
7091,0,0.0407987,0.0256081,-1.63773,3036.65,-2505.31,17.5176
7092,0,0.0397551,0.025296,-1.63841,3036.01,-2505.36,17.5369
7093,0,0.0414463,0.0276429,-1.63814,3035.99,-2505.36,17.4672
7094,0,0.0406128,0.0250036,-1.63804,3036.61,-2505.37,17.5397
7095,0,0.0401947,0.0261463,-1.63827,3036.05,-2505.35,17.4885
7096,0,0.040313,0.0253032,-1.63771,3036.63,-2505.29,17.5457
7097,0,0.0404301,0.0264679,-1.63852,3036.04,-2505.34,17.5019
7098,0,0.0392407,0.0251449,-1.63794,3036.12,-2505.38,17.5176
7099,0,0.0413436,0.0258085,-1.63753,3036.61,-2505.29,17.4806
7100,0,0.040163,0.0262184,-1.63834,3036.07,-2505.36,17.4788
7101,0,0.0390895,0.0252363,-1.63871,3036.06,-2505.4,17.5851
7102,0,0.0398794,0.0257231,-1.6383,3036.07,-2505.4,17.4935
7103,0,0.0403061,0.0264111,-1.63773,3036.08,-2505.33,17.4941
7104,0,0.0401958,0.0263009,-1.63861,3036.04,-2505.34,17.5212
7105,0,0.0402963,0.0244451,-1.63808,3036.67,-2505.34,17.5726
7106,0,0.0404073,0.02531,-1.638,3036.43,-2505.34,17.5768
7107,0,0.0406166,0.0268999,-1.63833,3036.06,-2505.36,17.4606
7108,0,0.0399379,0.0256617,-1.63885,3036.03,-2505.37,17.4512
7109,0,0.0404692,0.0266557,-1.63787,3036.05,-2505.37,17.451
7110,0,0.0393411,0.0256492,-1.63839,3036.03,-2505.38,17.5302
7111,0,0.0404515,0.0251467,-1.63829,3036.68,-2505.29,17.5095
7112,0,0.0399741,0.0253602,-1.6376,3036.12,-2505.4,17.5018
7113,0,0.0405723,0.0263242,-1.63816,3035.99,-2505.36,17.4754
7114,0,0.0410011,0.0262583,-1.63759,3036.57,-2505.3,17.5109
7115,0,0.03995,0.0251046,-1.63808,3036.61,-2505.32,17.5693
7116,0,0.0400928,0.0258456,-1.63848,3036.05,-2505.35,17.5056
7117,0,0.0403397,0.0261984,-1.63818,3036.04,-2505.38,17.4939
7118,0,0.0405949,0.0257548,-1.63803,3036.58,-2505.34,17.5175
7119,0,0.0407689,0.0265648,-1.63828,3036.02,-2505.35,17.4813
7120,0,0.039409,0.0252277,-1.63825,3036.04,-2505.35,17.5624
7121,0,0.0409382,0.0259061,-1.63767,3036.47,-2505.31,17.5308
7122,0,0.0397916,0.0263444,-1.63877,3036.05,-2505.34,17.5014
7123,0,0.0404097,0.0269423,-1.63836,3036.05,-2505.37,17.4552
7124,0,0.0410349,0.0269028,-1.63799,3036.08,-2505.37,17.4443
7125,0,0.0404772,0.0261561,-1.6383,3036.13,-2505.38,17.4594
7126,0,0.0399897,0.0261849,-1.6381,3036.08,-2505.34,17.5291
7127,0,0.0411108,0.0260577,-1.63743,3036.53,-2505.26,17.5491
7128,0,0.0398883,0.0257727,-1.63825,3036.05,-2505.38,17.5292
7129,0,0.0394799,0.0256504,-1.6386,3036.08,-2505.37,17.522
7130,0,0.040856,0.0248313,-1.63788,3036.54,-2505.3,17.571
7131,0,0.040129,0.0257435,-1.63828,3036.03,-2505.31,17.5181
