Objects
100
,,Global Angle Tello_FCF6BF:Tello_FCF6BF,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
8916,0,-0.0532978,0.00769914,3.04366,-1760.9,-2437.93,14.5968
8917,0,-0.0527615,0.0079259,3.04376,-1760.97,-2437.95,14.6727
8918,0,-0.0529717,0.00765632,3.0438,-1760.96,-2437.94,14.642
8919,0,-0.0534265,0.00762605,3.0437,-1760.9,-2437.93,14.6075
8920,0,-0.053636,0.00756438,3.04364,-1760.9,-2437.92,14.5955
8921,0,-0.0532891,0.00770851,3.04379,-1760.89,-2437.92,14.5927
8922,0,-0.0527226,0.0078663,3.04371,-1760.97,-2437.94,14.663
8923,0,-0.053547,0.00745963,3.04368,-1760.9,-2437.91,14.5931
8924,0,-0.0531792,0.00768893,3.04366,-1760.91,-2437.93,14.6117
8925,0,-0.0534857,0.00773976,3.04362,-1760.91,-2437.93,14.6112
8926,0,-0.053659,0.00759313,3.04362,-1760.9,-2437.92,14.6008
8927,0,-0.0533819,0.00771009,3.04372,-1760.91,-2437.93,14.5975
8928,0,-0.0530094,0.00785822,3.04372,-1760.96,-2437.94,14.6485
8929,0,-0.0532896,0.0077171,3.04365,-1760.91,-2437.93,14.6004
8930,0,-0.0528592,0.00781008,3.04382,-1760.97,-2437.94,14.6534
8931,0,-0.0535345,0.00760994,3.04367,-1760.9,-2437.92,14.592
8932,0,-0.0531043,0.00777285,3.04359,-1760.92,-2437.93,14.6151
8933,0,-0.0529229,0.00776049,3.04376,-1760.95,-2437.94,14.6412
8934,0,-0.0534041,0.00785015,3.04365,-1760.91,-2437.93,14.6115
8935,0,-0.053345,0.00749584,3.04369,-1760.91,-2437.92,14.612
8936,0,-0.0534796,0.00752891,3.04364,-1760.9,-2437.93,14.6123
8937,0,-0.0535595,0.00771447,3.04367,-1760.9,-2437.93,14.607
8938,0,-0.0533058,0.00764283,3.04369,-1760.91,-2437.92,14.608
8939,0,-0.0528646,0.00777616,3.04378,-1760.96,-2437.94,14.6545
8940,0,-0.0533965,0.00759013,3.04368,-1760.91,-2437.92,14.6041
8941,0,-0.0534633,0.00762004,3.04362,-1760.9,-2437.93,14.5955
8942,0,-0.0526976,0.00791446,3.04375,-1760.96,-2437.94,14.662
8943,0,-0.0532999,0.00776658,3.04367,-1760.9,-2437.93,14.6159
8944,0,-0.0535789,0.00760856,3.04367,-1760.9,-2437.93,14.5988
8945,0,-0.0534257,0.00767493,3.04367,-1760.9,-2437.92,14.6007
8946,0,-0.0533646,0.00772573,3.04368,-1760.9,-2437.93,14.6045
8947,0,-0.0532958,0.00770333,3.04366,-1760.91,-2437.92,14.6081
8948,0,-0.0532769,0.00773813,3.04363,-1760.91,-2437.92,14.6069
8949,0,-0.0532858,0.00786269,3.04364,-1760.9,-2437.92,14.6024
8950,0,-0.0526251,0.00789681,3.04369,-1760.96,-2437.94,14.6386
8951,0,-0.053597,0.00770064,3.0436,-1760.9,-2437.92,14.6028
8952,0,-0.05346,0.00780551,3.04372,-1760.9,-2437.92,14.601
8953,0,-0.0528432,0.00761578,3.04385,-1760.96,-2437.93,14.6518
8954,0,-0.0526785,0.0080087,3.04368,-1760.96,-2437.94,14.6523
8955,0,-0.0533618,0.00772401,3.0436,-1760.9,-2437.93,14.6091
8956,0,-0.0534264,0.00765636,3.04366,-1760.9,-2437.93,14.6027
8957,0,-0.0534011,0.00774465,3.04358,-1760.91,-2437.92,14.5961
8958,0,-0.0537978,0.00759285,3.04367,-1760.9,-2437.92,14.5903
8959,0,-0.0533306,0.00765462,3.04367,-1760.89,-2437.93,14.5898
8960,0,-0.0532714,0.00781383,3.04362,-1760.91,-2437.93,14.6093
8961,0,-0.0528345,0.00769564,3.04376,-1760.97,-2437.93,14.6575
8962,0,-0.0528618,0.00788056,3.04379,-1760.96,-2437.94,14.6474
8963,0,-0.0535041,0.00767051,3.04367,-1760.9,-2437.93,14.6091
8964,0,-0.0533113,0.00761578,3.04376,-1760.91,-2437.93,14.6149
8965,0,-0.0528187,0.00793274,3.0438,-1760.96,-2437.95,14.6557
8966,0,-0.0534704,0.00774299,3.04367,-1760.91,-2437.94,14.6101
8967,0,-0.0533109,0.00776548,3.04366,-1760.91,-2437.91,14.5992
8968,0,-0.0533519,0.00766854,3.04364,-1760.91,-2437.93,14.6082
8969,0,-0.0535228,0.00763559,3.04363,-1760.9,-2437.92,14.5997
8970,0,-0.0532647,0.00758461,3.04367,-1760.91,-2437.92,14.6015
8971,0,-0.0533219,0.00777467,3.04363,-1760.9,-2437.92,14.5957
8972,0,-0.0534489,0.00755401,3.04354,-1760.91,-2437.92,14.6036
8973,0,-0.0529085,0.00779669,3.04383,-1760.95,-2437.94,14.6456
8974,0,-0.0534892,0.00765691,3.04375,-1760.89,-2437.94,14.5921
8975,0,-0.0533858,0.00763259,3.04371,-1760.91,-2437.92,14.608
8976,0,-0.0528241,0.00782567,3.04373,-1760.96,-2437.95,14.6419
8977,0,-0.0534269,0.00769971,3.04367,-1760.9,-2437.93,14.6029
8978,0,-0.0534936,0.0078112,3.04363,-1760.91,-2437.93,14.6134
8979,0,-0.052827,0.00767037,3.04377,-1760.96,-2437.95,14.6552
8980,0,-0.0535409,0.00753992,3.04366,-1760.9,-2437.92,14.6009
8981,0,-0.0531698,0.00786711,3.0437,-1760.9,-2437.93,14.6087
8982,0,-0.0528811,0.00786974,3.04378,-1760.95,-2437.94,14.6465
8983,0,-0.0527884,0.00778595,3.04375,-1760.97,-2437.93,14.648
8984,0,-0.0533167,0.00770933,3.04361,-1760.91,-2437.93,14.5994
8985,0,-0.0529157,0.00773953,3.04381,-1760.95,-2437.94,14.6471
8986,0,-0.052755,0.00785328,3.0437,-1760.96,-2437.94,14.6375
8987,0,-0.0532899,0.00773186,3.0437,-1760.9,-2437.93,14.601
8988,0,-0.0530759,0.00765049,3.04368,-1760.91,-2437.93,14.6074
8989,0,-0.0532791,0.00760694,3.04369,-1760.9,-2437.93,14.6034
8990,0,-0.0534994,0.00774978,3.04373,-1760.89,-2437.93,14.6065
8991,0,-0.0536087,0.00774823,3.04369,-1760.9,-2437.93,14.6063
