Objects
100
,,Global Angle Tello_FCF6BF:Tello_FCF6BF,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
4670,0,-0.0295997,0.0365778,1.54406,-1896.63,2495.87,19.9289
4671,0,-0.0296259,0.0364997,1.54405,-1896.62,2495.88,19.9315
4672,0,-0.0295973,0.0364913,1.54409,-1896.63,2495.88,19.9327
4673,0,-0.0295792,0.0365471,1.54409,-1896.62,2495.88,19.9317
4674,0,-0.0296273,0.0363837,1.54397,-1896.62,2495.87,19.9302
4675,0,-0.0296565,0.036585,1.54405,-1896.63,2495.87,19.9284
4676,0,-0.0298132,0.03657,1.54412,-1896.64,2495.87,19.9299
4677,0,-0.0295367,0.0364921,1.54415,-1896.63,2495.86,19.9364
4678,0,-0.0298005,0.0365758,1.5441,-1896.64,2495.87,19.9377
4679,0,-0.029685,0.0364038,1.54407,-1896.62,2495.88,19.9287
4680,0,-0.0295618,0.0366443,1.54404,-1896.63,2495.87,19.9352
4681,0,-0.0296946,0.0364933,1.54411,-1896.64,2495.87,19.9458
4682,0,-0.0296311,0.03657,1.54405,-1896.63,2495.87,19.9329
4683,0,-0.0296182,0.0363956,1.54405,-1896.63,2495.88,19.937
4684,0,-0.0298447,0.0366671,1.54398,-1896.63,2495.86,19.9304
4685,0,-0.0294585,0.0365895,1.54414,-1896.63,2495.88,19.9346
4686,0,-0.0295979,0.0365005,1.54415,-1896.65,2495.88,19.9424
4687,0,-0.0295959,0.0366306,1.54406,-1896.63,2495.87,19.9264
4688,0,-0.0297115,0.0366171,1.54401,-1896.64,2495.87,19.9405
4689,0,-0.0296098,0.0365202,1.5441,-1896.64,2495.88,19.9382
4690,0,-0.0296646,0.0364174,1.54407,-1896.64,2495.86,19.9228
4691,0,-0.0296712,0.0366532,1.54403,-1896.63,2495.88,19.9343
4692,0,-0.0296426,0.0364466,1.54412,-1896.63,2495.87,19.9219
4693,0,-0.029754,0.0364658,1.54418,-1896.63,2495.87,19.9376
4694,0,-0.0297648,0.0364805,1.54406,-1896.63,2495.88,19.9296
4695,0,-0.0295977,0.0365207,1.54416,-1896.63,2495.86,19.9201
4696,0,-0.029669,0.0364804,1.54409,-1896.63,2495.86,19.9251
4697,0,-0.0295748,0.0365651,1.54404,-1896.65,2495.87,19.938
4698,0,-0.0296543,0.0363701,1.54414,-1896.63,2495.87,19.922
4699,0,-0.0295084,0.0364741,1.54412,-1896.64,2495.86,19.9285
4700,0,-0.0297518,0.036636,1.54413,-1896.65,2495.87,19.9282
4701,0,-0.0295537,0.0365102,1.54403,-1896.65,2495.86,19.9343
4702,0,-0.0298067,0.0364175,1.54406,-1896.63,2495.87,19.9247
4703,0,-0.0297645,0.0365832,1.54404,-1896.64,2495.87,19.9206
4704,0,-0.0297311,0.0366117,1.54402,-1896.64,2495.87,19.9252
4705,0,-0.0296502,0.0364448,1.54411,-1896.63,2495.87,19.9303
4706,0,-0.0298762,0.0365776,1.54406,-1896.63,2495.87,19.9234
4707,0,-0.0294542,0.0364207,1.54426,-1896.64,2495.87,19.9295
4708,0,-0.0294096,0.0363308,1.5441,-1896.63,2495.88,19.9349
4709,0,-0.0297327,0.0365029,1.54406,-1896.64,2495.87,19.9296
4710,0,-0.0292146,0.0367524,1.54401,-1896.81,2495.84,20.0925
4711,0,-0.0290734,0.0364838,1.54412,-1896.8,2495.87,20.1076
4712,0,-0.0293249,0.0365738,1.54402,-1896.8,2495.81,20.0752
