
1573483490,0.0,0.0,0.0
1573483497,500.0,0.0,0.0
1573483501,0.0,50.0,0.0
1573483507,-500.0,0.0,0.0
1573483510,0.0,50.0,0.0
1573483517,500.0,0.0,0.0
1573483520,0.0,50.0,0.0
1573483525,-500.0,0.0,0.0
1573483529,0.0,50.0,0.0
1573483536,500.0,0.0,0.0
1573483538,0.0,50.0,0.0
1573483546,-500.0,0.0,0.0
1573483549,0.0,50.0,0.0
1573483555,500.0,0.0,0.0
1573483557,0.0,50.0,0.0
1573483564,-500.0,0.0,0.0
1573483566,0.0,50.0,0.0
1573483574,500.0,0.0,0.0
1573483576,0.0,50.0,0.0
1573483582,-500.0,0.0,0.0
1573483585,0.0,50.0,0.0
1573483591,500.0,0.0,0.0
1573483594,0.0,50.0,0.0
1573483597,0.0,0.0,0.0
