Objects
100
,,Global Angle Racer400:Racer400,,,,,,Global Angle Tello_FCF6BF:Tello_FCF6BF,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
6941,0,0.00716434,-0.0107865,0.0122876,-3133.53,6311.31,756.203,-0.0277304,0.0397964,1.5208,-1899.11,2499.79,20.5977
6942,0,0.00749323,-0.013395,0.0132653,-3132.94,6311.27,756.24,-0.0253458,0.0405365,1.52058,-1899.21,2499.84,20.8747
6943,0,0.00705455,-0.0100085,0.00564065,-3133.89,6311.57,756.134,-0.0225204,0.0411043,1.52029,-1899.26,2499.83,21.106
6944,0,0.00716845,-0.00986412,0.00508384,-3134.01,6311.59,756.107,-0.0192408,0.0418747,1.51996,-1899.35,2499.84,21.4644
6945,0,0.00733681,-0.0128048,0.0131542,-3133.08,6311.25,756.209,-0.014966,0.0424673,1.51956,-1899.4,2499.93,21.9829
6946,0,0.00754329,-0.0140005,0.0130983,-3133.16,6311.34,756.144,-0.00982618,0.043143,1.51945,-1899.44,2499.93,22.4253
6947,0,0.00753764,-0.0131608,0.0135756,-3133,6311.28,756.174,-0.0037766,0.0439155,1.51916,-1899.52,2499.95,23.0692
6948,0,0.00695049,-0.00864935,0.00562781,-3134.33,6311.61,756.07,0.00112997,0.0451526,1.51905,-1899.58,2499.98,23.8591
6949,0,0.00734064,-0.012743,0.0127522,-3133.07,6311.26,756.268,0.00655651,0.046315,1.51908,-1899.63,2500.03,24.8596
6950,0,0.00716431,-0.0129519,0.0129022,-3133,6311.22,756.271,0.0117811,0.0468799,1.51885,-1899.65,2500.09,25.9143
6951,0,0.00780066,-0.013081,0.0131442,-3132.93,6311.32,756.303,0.0150492,0.0484007,1.51855,-1899.63,2500.14,27.2514
6952,0,0.00744541,-0.0130257,0.0131351,-3132.97,6311.27,756.252,0.0179836,0.0483355,1.51884,-1899.61,2500.14,28.6866
6953,0,0.00768794,-0.0140906,0.0132461,-3132.9,6311.26,756.242,0.0208565,0.0485567,1.51845,-1899.53,2500.07,30.1559
6954,0,0.00710222,-0.00889549,0.00589828,-3134.33,6311.6,756.087,0.0238949,0.0473893,1.51838,-1899.46,2500.05,31.8873
6955,0,0.00735579,-0.0125629,0.0128703,-3132.96,6311.25,756.297,0.0245285,0.0450477,1.51803,-1899.39,2500.01,33.8445
6956,0,0.00719338,-0.0121673,0.0126041,-3133.12,6311.27,756.274,0.0242727,0.0432199,1.51769,-1899.2,2499.89,35.8911
6957,0,0.00721228,-0.0127494,0.0127771,-3133.03,6311.23,756.286,0.023871,0.04039,1.5176,-1899.11,2499.78,38.2778
6958,0,0.00726929,-0.0113355,0.0127122,-3133.5,6311.3,756.198,0.0218671,0.0378097,1.51755,-1898.9,2499.7,41.0223
6959,0,0.00754616,-0.0133574,0.0134255,-3132.85,6311.27,756.294,0.0208762,0.0354691,1.51738,-1898.62,2499.48,43.9722
6960,0,0.00751915,-0.0118697,0.012496,-3133.54,6311.36,756.159,0.0182386,0.0335521,1.51753,-1898.37,2499.29,47.2839
6961,0,0.00696604,-0.00886067,0.00529406,-3134.48,6311.65,756.056,0.0154839,0.0321708,1.51743,-1898.13,2499.07,50.9634
6962,0,0.00620541,-0.00785772,0.0051242,-3134.6,6311.52,756.074,0.0131649,0.0312117,1.51729,-1897.8,2498.85,55.0357
6963,0,0.00688129,-0.009917,0.00530084,-3133.97,6311.57,756.079,0.00996269,0.0321967,1.51737,-1897.5,2498.6,59.3711
6964,0,0.00745583,-0.0131548,0.013366,-3132.92,6311.25,756.248,0.0077242,0.0322638,1.51726,-1897.16,2498.17,64.0023
6965,0,0.00689067,-0.0118517,0.0118867,-3133.59,6311.32,756.13,0.00533717,0.0338395,1.5175,-1896.81,2497.81,68.9662
6966,0,0.00725044,-0.00991198,0.00578515,-3133.77,6311.56,756.159,0.00271837,0.0351078,1.51787,-1896.43,2497.4,74.2119
6967,0,0.00750683,-0.0135035,0.0122945,-3133.11,6311.3,756.194,-7.79215e-05,0.0372754,1.51773,-1896.08,2497.02,79.73
6968,0,0.00751151,-0.0127348,0.0126917,-3133.07,6311.29,756.211,-0.00192319,0.0396912,1.51787,-1895.66,2496.59,85.5769
6969,0,0.00750933,-0.0124485,0.0130946,-3132.9,6311.25,756.414,-0.00468464,0.0415859,1.518,-1895.26,2496.12,91.53
6970,0,0.00683319,-0.0126703,0.0127517,-3133.13,6311.22,756.373,-0.00759215,0.0446542,1.51791,-1894.81,2495.7,97.716
6971,0,0.00752445,-0.0127192,0.0130441,-3132.91,6311.23,756.359,-0.010926,0.0473784,1.51779,-1894.38,2495.26,104.149
6972,0,0.00759894,-0.0131986,0.0135323,-3132.95,6311.28,756.244,-0.014594,0.0498583,1.51793,-1893.94,2494.9,110.812
6973,0,0.00692139,-0.00988728,0.00564256,-3133.89,6311.54,756.125,-0.0177159,0.052494,1.5179,-1893.47,2494.5,117.512
6974,0,0.007405,-0.0134236,0.0131006,-3133.1,6311.28,756.21,-0.020794,0.0541347,1.51787,-1893.04,2494.13,124.523
6975,0,0.00727081,-0.0116909,0.0125504,-3133.46,6311.33,756.174,-0.0241623,0.0558721,1.51785,-1892.51,2493.78,131.553
6976,0,0.00746953,-0.0130331,0.0134207,-3132.94,6311.25,756.304,-0.0268277,0.056499,1.51801,-1892.03,2493.47,138.777
6977,0,0.00722477,-0.0130159,0.0130431,-3133.02,6311.22,756.233,-0.028365,0.0558641,1.51798,-1891.52,2493.24,146.197
6978,0,0.00726302,-0.0123864,0.0129255,-3133.39,6311.31,756.195,-0.0307951,0.0554902,1.5177,-1891,2492.92,153.544
6979,0,0.00711212,-0.010191,0.00540014,-3133.9,6311.57,756.151,-0.0329145,0.0536607,1.51794,-1890.51,2492.68,161.16
6980,0,0.00742151,-0.0132359,0.0125842,-3132.92,6311.27,756.315,-0.0346552,0.0514297,1.51813,-1890,2492.45,168.739
6981,0,0.0073308,-0.011632,0.0124985,-3133.48,6311.33,756.167,-0.0369233,0.0491597,1.51785,-1889.52,2492.25,176.436
6982,0,0.00728991,-0.0122057,0.0134154,-3132.95,6311.21,756.334,-0.039358,0.0470301,1.51775,-1888.94,2492.08,184.275
6983,0,0.00775834,-0.0138375,0.0130193,-3133.15,6311.33,756.167,-0.040455,0.044181,1.51794,-1888.48,2491.91,192.067
6984,0,0.00715518,-0.0124663,0.0130131,-3133.05,6311.21,756.262,-0.0418424,0.0408945,1.51792,-1888,2491.82,200.011
6985,0,0.00679205,-0.00942433,0.00647752,-3133.87,6311.5,756.135,-0.0428183,0.0385617,1.51776,-1887.53,2491.68,207.93
6986,0,0.00702941,-0.0124495,0.0129797,-3133.13,6311.23,756.261,-0.0439029,0.0354997,1.5175,-1887.09,2491.62,215.947
6987,0,0.00676462,-0.0102782,0.0109667,-3133.72,6311.27,756.181,-0.0447756,0.0329965,1.51771,-1886.65,2491.58,224.039
6988,0,0.00754557,-0.0122441,0.0131043,-3133.37,6311.34,756.182,-0.0457688,0.0304155,1.51773,-1886.23,2491.52,232.063
6989,0,0.00773504,-0.0134237,0.0131704,-3132.79,6311.25,756.343,-0.04679,0.0287096,1.51743,-1885.82,2491.49,240.189
6990,0,0.00702233,-0.0120764,0.0119422,-3133.58,6311.32,756.109,-0.0467333,0.0265218,1.51756,-1885.47,2491.52,248.37
6991,0,0.00735985,-0.0119551,0.0122648,-3133.62,6311.39,756.273,-0.0474468,0.0252998,1.51725,-1885.13,2491.54,256.536
6992,0,0.00641059,-0.00682313,0.00482751,-3135.01,6311.64,755.997,-0.0470955,0.0241056,1.51738,-1884.82,2491.49,264.663
6993,0,0.00694362,-0.0101035,0.00583781,-3134,6311.54,756.075,-0.0471187,0.0233894,1.51762,-1884.54,2491.6,272.947
6994,0,0.0072428,-0.0119015,0.0128495,-3133.04,6311.23,756.359,-0.0464266,0.0223813,1.51757,-1884.27,2491.65,281.159
6995,0,0.00710855,-0.00843675,0.00569344,-3134.46,6311.64,756.058,-0.0453122,0.0227361,1.51744,-1884.02,2491.75,289.395
6996,0,0.00694584,-0.00980804,0.00540779,-3133.95,6311.55,756.16,-0.0447853,0.0228703,1.51747,-1883.84,2491.83,297.589
6997,0,0.00699788,-0.0096773,0.0065324,-3133.84,6311.51,756.182,-0.0439002,0.0231999,1.51753,-1883.58,2491.9,305.795
6998,0,0.00710217,-0.0085499,0.00550442,-3134.35,6311.62,756.108,-0.0420865,0.0239779,1.51768,-1883.42,2492.05,314.085
6999,0,0.00738864,-0.0110947,0.0118118,-3133.66,6311.36,756.21,-0.0413385,0.0243241,1.51806,-1883.31,2492.17,322.321
7000,0,0.00615307,-0.0088428,0.00530745,-3134.44,6311.54,755.989,-0.0408195,0.025406,1.51784,-1883.18,2492.27,330.417
7001,0,0.00719356,-0.0118457,0.012557,-3133.44,6311.32,756.183,-0.0393935,0.0263298,1.51795,-1883.08,2492.47,338.675
7002,0,0.00758428,-0.0127296,0.0128311,-3133.06,6311.26,756.296,-0.0392371,0.0274855,1.51775,-1883,2492.62,346.807
7003,0,0.00618772,-0.00766646,0.00417277,-3134.5,6311.55,756.085,-0.038188,0.028029,1.5177,-1882.94,2492.83,355.009
7004,0,0.00723101,-0.0118621,0.0127022,-3133.33,6311.29,756.265,-0.0380933,0.0290982,1.51762,-1882.89,2493.02,363.119
7005,0,0.00702649,-0.0099318,0.0066327,-3133.86,6311.53,756.092,-0.0380917,0.0301337,1.51751,-1882.87,2493.19,371.148
7006,0,0.00737278,-0.0123094,0.0125935,-3133.06,6311.24,756.328,-0.0381573,0.0310482,1.51757,-1882.84,2493.37,379.144
7007,0,0.0066753,-0.00824208,0.00540913,-3134.55,6311.57,756.035,-0.0378166,0.0315391,1.51766,-1882.88,2493.59,387.103
7008,0,0.00691897,-0.00918783,0.00654385,-3134.16,6311.55,756.107,-0.0382191,0.0324868,1.51762,-1882.87,2493.83,394.948
7009,0,0.00681672,-0.0095029,0.00630738,-3133.91,6311.49,756.183,-0.0375649,0.0330167,1.51766,-1882.91,2494.13,402.912
7010,0,0.00708614,-0.00983968,0.00548394,-3133.93,6311.57,756.175,-0.0379113,0.033867,1.51743,-1882.95,2494.39,410.72
7011,0,0.00740359,-0.0125459,0.012635,-3133.05,6311.26,756.271,-0.0379801,0.03503,1.51727,-1883.06,2494.63,418.397
7012,0,0.00736061,-0.0098348,0.00566686,-3133.95,6311.58,756.098,-0.0377939,0.0353466,1.51737,-1883.14,2494.93,426.105
7013,0,0.00731529,-0.00971684,0.00613304,-3133.91,6311.53,756.202,-0.0375976,0.0358157,1.51751,-1883.19,2495.27,433.683
7014,0,0.00737158,-0.0129487,0.0129099,-3133.05,6311.26,756.252,-0.03697,0.0361431,1.51753,-1883.31,2495.58,441.234
7015,0,0.00710431,-0.00971151,0.00536574,-3134.13,6311.59,756.09,-0.0367864,0.0358513,1.51778,-1883.39,2495.93,448.684
7016,0,0.00699982,-0.0100443,0.00640364,-3133.87,6311.55,756.154,-0.0366031,0.0363809,1.51759,-1883.5,2496.25,456.029
7017,0,0.00706356,-0.0126146,0.0132984,-3133.15,6311.23,756.2,-0.0352479,0.0360036,1.51758,-1883.66,2496.63,463.35
7018,0,0.00720607,-0.00976014,0.00533524,-3134.05,6311.58,756.04,-0.0346105,0.0357904,1.51775,-1883.76,2497.01,470.557
7019,0,0.00735581,-0.0114643,0.0124322,-3133.43,6311.31,756.197,-0.0343173,0.0356463,1.51771,-1883.91,2497.4,477.659
7020,0,0.00741823,-0.0134178,0.0128501,-3132.96,6311.29,756.245,-0.033517,0.0350538,1.51785,-1884.03,2497.81,484.686
7021,0,0.0065049,-0.00834593,0.00498148,-3134.51,6311.59,756.054,-0.0325277,0.0345143,1.51774,-1884.21,2498.22,491.609
7022,0,0.00727784,-0.0114871,0.0127023,-3133.42,6311.29,756.222,-0.0315306,0.0339142,1.51781,-1884.36,2498.67,498.533
7023,0,0.00739325,-0.0110315,0.0117286,-3133.54,6311.36,756.273,-0.030724,0.0335994,1.51789,-1884.57,2499.07,505.244
