
1573553434,0.0,0.0,0.0
1573553437,100.0,0.0,0.0
1573553441,100.0,0.0,0.0
1573553445,100.0,0.0,0.0
1573553450,100.0,0.0,0.0
1573553456,100.0,0.0,0.0
1573553460,0.0,100.0,0.0
1573553463,-100.0,0.0,0.0
1573553465,-100.0,0.0,0.0
1573553468,-100.0,0.0,0.0
1573553471,-100.0,0.0,0.0
1573553474,-100.0,0.0,0.0
1573553477,0.0,100.0,0.0
1573553480,100.0,0.0,0.0
1573553484,100.0,0.0,0.0
1573553487,100.0,0.0,0.0
1573553492,100.0,0.0,0.0
1573553495,100.0,0.0,0.0
1573553499,0.0,100.0,0.0
1573553501,-100.0,0.0,0.0
1573553505,-100.0,0.0,0.0
1573553508,-100.0,0.0,0.0
1573553510,-100.0,0.0,0.0
1573553514,-100.0,0.0,0.0
1573553517,0.0,100.0,0.0
1573553520,100.0,0.0,0.0
1573553523,100.0,0.0,0.0
1573553526,100.0,0.0,0.0
1573553530,100.0,0.0,0.0
1573553533,100.0,0.0,0.0
1573553536,0.0,100.0,0.0
1573553539,-100.0,0.0,0.0
1573553542,-100.0,0.0,0.0
1573553545,-100.0,0.0,0.0
1573553548,-100.0,0.0,0.0
1573553552,-100.0,0.0,0.0
1573553556,0.0,100.0,0.0
1573553560,0.0,0.0,0.0

1573553770,0.0,0.0,0.0
1573553774,100.0,0.0,0.0
1573553778,100.0,0.0,0.0
1573553782,100.0,0.0,0.0
1573553786,100.0,0.0,0.0
1573553790,100.0,0.0,0.0
1573553792,0.0,100.0,0.0
1573553795,-100.0,0.0,0.0
1573553798,-100.0,0.0,0.0
1573553801,-100.0,0.0,0.0
1573553804,-100.0,0.0,0.0
1573553806,-100.0,0.0,0.0
1573553809,0.0,100.0,0.0
1573553812,100.0,0.0,0.0
1573553815,100.0,0.0,0.0
1573553818,100.0,0.0,0.0
1573553821,100.0,0.0,0.0
1573553824,100.0,0.0,0.0
1573553827,0.0,100.0,0.0
1573553830,-100.0,0.0,0.0
1573553833,-100.0,0.0,0.0
1573553836,-100.0,0.0,0.0
1573553839,-100.0,0.0,0.0
1573553842,-100.0,0.0,0.0
1573553845,0.0,100.0,0.0
1573553847,100.0,0.0,0.0
1573553850,100.0,0.0,0.0
1573553853,100.0,0.0,0.0
1573553856,100.0,0.0,0.0
1573553858,100.0,0.0,0.0
1573553862,0.0,100.0,0.0
1573553864,-100.0,0.0,0.0
1573553867,-100.0,0.0,0.0
1573553870,-100.0,0.0,0.0
1573553873,-100.0,0.0,0.0
1573553876,-100.0,0.0,0.0
1573553879,0.0,100.0,0.0

1573554610,0.0,0.0,0.0
1573554614,100.0,0.0,0.0
1573554618,100.0,0.0,0.0
1573554621,100.0,0.0,0.0
1573554625,100.0,0.0,0.0
1573554628,100.0,0.0,0.0
1573554631,0.0,100.0,0.0
1573554634,-100.0,0.0,0.0
1573554637,-100.0,0.0,0.0
1573554640,-100.0,0.0,0.0
1573554643,-100.0,0.0,0.0
1573554646,-100.0,0.0,0.0
1573554649,0.0,100.0,0.0
1573554652,100.0,0.0,0.0
1573554655,100.0,0.0,0.0
1573554658,100.0,0.0,0.0
1573554661,100.0,0.0,0.0
1573554664,100.0,0.0,0.0
1573554667,0.0,100.0,0.0
1573554669,-100.0,0.0,0.0
1573554672,-100.0,0.0,0.0
1573554675,-100.0,0.0,0.0
1573554679,-100.0,0.0,0.0
1573554682,-100.0,0.0,0.0
1573554685,0.0,100.0,0.0
1573554687,100.0,0.0,0.0
1573554690,100.0,0.0,0.0
1573554693,100.0,0.0,0.0
1573554696,100.0,0.0,0.0
1573554699,100.0,0.0,0.0
1573554702,0.0,100.0,0.0
1573554705,-100.0,0.0,0.0
1573554707,-100.0,0.0,0.0
1573554710,-100.0,0.0,0.0
1573554713,-100.0,0.0,0.0
1573554716,-100.0,0.0,0.0
1573554720,0.0,100.0,0.0
1573554723,0.0,0.0,0.0

1573554840,0.0,0.0,0.0
1573554844,100.0,0.0,0.0
1573554848,100.0,0.0,0.0
1573554852,100.0,0.0,0.0
1573554856,100.0,0.0,0.0
1573554859,100.0,0.0,0.0
1573554862,0.0,100.0,0.0
1573554865,-100.0,0.0,0.0
1573554868,-100.0,0.0,0.0
1573554871,-100.0,0.0,0.0
1573554874,-100.0,0.0,0.0
1573554877,-100.0,0.0,0.0
1573554880,0.0,100.0,0.0
1573554882,100.0,0.0,0.0
1573554885,100.0,0.0,0.0
1573554888,100.0,0.0,0.0
1573554890,100.0,0.0,0.0
1573554894,100.0,0.0,0.0
1573554896,0.0,100.0,0.0
1573554900,-100.0,0.0,0.0
1573554902,-100.0,0.0,0.0
1573554905,-100.0,0.0,0.0
1573554908,-100.0,0.0,0.0
1573554911,-100.0,0.0,0.0
1573554914,0.0,100.0,0.0
1573554916,100.0,0.0,0.0
1573554919,100.0,0.0,0.0
1573554922,100.0,0.0,0.0
1573554925,100.0,0.0,0.0
1573554928,100.0,0.0,0.0
1573554931,0.0,100.0,0.0
1573554934,-100.0,0.0,0.0
1573554937,-100.0,0.0,0.0
1573554940,-100.0,0.0,0.0
1573554943,-100.0,0.0,0.0
1573554946,-100.0,0.0,0.0
1573554949,0.0,100.0,0.0
1573554951,0.0,0.0,0.0

1573555743,0.0,0.0,0.0
1573555747,71.0,0.0,0.0
1573555751,71.0,0.0,0.0
1573555755,71.0,0.0,0.0
1573555758,71.0,0.0,0.0
1573555761,71.0,0.0,0.0
1573555765,71.0,0.0,0.0
1573555768,71.0,0.0,0.0
1573555771,0.0,71.0,0.0
1573555774,-71.0,0.0,0.0
1573555777,-71.0,0.0,0.0
1573555779,-71.0,0.0,0.0
1573555782,-71.0,0.0,0.0
1573555785,-71.0,0.0,0.0
1573555788,-71.0,0.0,0.0
1573555791,-71.0,0.0,0.0
1573555794,0.0,71.0,0.0
1573555797,71.0,0.0,0.0
1573555800,71.0,0.0,0.0
1573555803,71.0,0.0,0.0
1573555807,71.0,0.0,0.0
1573555810,71.0,0.0,0.0
1573555814,71.0,0.0,0.0
1573555817,71.0,0.0,0.0
1573555820,0.0,71.0,0.0
1573555823,-71.0,0.0,0.0
1573555826,-71.0,0.0,0.0
1573555829,-71.0,0.0,0.0
1573555832,-71.0,0.0,0.0
1573555835,-71.0,0.0,0.0
1573555838,-71.0,0.0,0.0
1573555841,-71.0,0.0,0.0
1573555845,0.0,71.0,0.0
1573555847,71.0,0.0,0.0
1573555850,71.0,0.0,0.0
1573555853,71.0,0.0,0.0
1573555856,71.0,0.0,0.0
1573555860,71.0,0.0,0.0
1573555863,71.0,0.0,0.0
1573555866,71.0,0.0,0.0
1573555869,0.0,71.0,0.0
1573555872,-71.0,0.0,0.0
1573555875,-71.0,0.0,0.0
1573555878,-71.0,0.0,0.0
1573555881,-71.0,0.0,0.0
1573555884,-71.0,0.0,0.0
1573555887,-71.0,0.0,0.0
1573555891,-71.0,0.0,0.0
1573555893,0.0,71.0,0.0
